mobility_schema_version,scenario_id,timestamp_s,serving_gnb,user_count
1.0,sumo_coupled_00000267,14.3,gnb_1,2
1.0,sumo_coupled_00000268,14.3,gnb_2,4
1.0,sumo_coupled_00000269,14.4,gnb_1,2
1.0,sumo_coupled_00000270,14.4,gnb_2,4
1.0,sumo_coupled_00000271,14.5,gnb_1,2
1.0,sumo_coupled_00000272,14.5,gnb_2,4
1.0,sumo_coupled_00000273,14.6,gnb_1,2
1.0,sumo_coupled_00000274,14.6,gnb_2,4
1.0,sumo_coupled_00000275,14.7,gnb_1,2
1.0,sumo_coupled_00000276,14.7,gnb_2,4
1.0,sumo_coupled_00000277,14.8,gnb_1,2
1.0,sumo_coupled_00000278,14.8,gnb_2,4
1.0,sumo_coupled_00000279,14.9,gnb_1,2
1.0,sumo_coupled_00000280,14.9,gnb_2,4
1.0,sumo_coupled_00000281,15,gnb_1,2
1.0,sumo_coupled_00000282,15,gnb_2,4
1.0,sumo_coupled_00000283,15.1,gnb_1,2
1.0,sumo_coupled_00000284,15.1,gnb_2,4
1.0,sumo_coupled_00000285,15.2,gnb_1,2
1.0,sumo_coupled_00000286,15.2,gnb_2,4
1.0,sumo_coupled_00000287,15.3,gnb_1,2
1.0,sumo_coupled_00000288,15.3,gnb_2,4
1.0,sumo_coupled_00000289,15.4,gnb_1,2
1.0,sumo_coupled_00000290,15.4,gnb_2,4
1.0,sumo_coupled_00000291,15.5,gnb_1,2
1.0,sumo_coupled_00000292,15.5,gnb_2,4
1.0,sumo_coupled_00000293,15.6,gnb_1,2
1.0,sumo_coupled_00000294,15.6,gnb_2,4
1.0,sumo_coupled_00000295,15.7,gnb_1,2
1.0,sumo_coupled_00000296,15.7,gnb_2,4
1.0,sumo_coupled_00000297,15.8,gnb_1,2
1.0,sumo_coupled_00000298,15.8,gnb_2,4
1.0,sumo_coupled_00000299,15.9,gnb_1,2
1.0,sumo_coupled_00000300,15.9,gnb_2,4
1.0,sumo_coupled_00000301,16,gnb_1,2
1.0,sumo_coupled_00000302,16,gnb_2,4
1.0,sumo_coupled_00000303,16.1,gnb_1,2
1.0,sumo_coupled_00000304,16.1,gnb_2,4
1.0,sumo_coupled_00000305,16.2,gnb_1,2
1.0,sumo_coupled_00000306,16.2,gnb_2,4
1.0,sumo_coupled_00000307,16.3,gnb_1,2
1.0,sumo_coupled_00000308,16.3,gnb_2,4
1.0,sumo_coupled_00000309,16.4,gnb_1,2
1.0,sumo_coupled_00000310,16.4,gnb_2,4
1.0,sumo_coupled_00000311,16.5,gnb_1,2
1.0,sumo_coupled_00000312,16.5,gnb_2,4
1.0,sumo_coupled_00000313,16.6,gnb_1,2
1.0,sumo_coupled_00000314,16.6,gnb_2,4
1.0,sumo_coupled_00000315,16.7,gnb_1,2
1.0,sumo_coupled_00000316,16.7,gnb_2,4
1.0,sumo_coupled_00000317,16.8,gnb_1,2
1.0,sumo_coupled_00000318,16.8,gnb_2,4
1.0,sumo_coupled_00000319,16.9,gnb_1,2
1.0,sumo_coupled_00000320,16.9,gnb_2,4
1.0,sumo_coupled_00000321,17,gnb_1,2
1.0,sumo_coupled_00000322,17,gnb_2,4
1.0,sumo_coupled_00000323,17.1,gnb_1,2
1.0,sumo_coupled_00000324,17.1,gnb_2,4
1.0,sumo_coupled_00000325,17.2,gnb_1,2
1.0,sumo_coupled_00000326,17.2,gnb_2,4
1.0,sumo_coupled_00000327,17.3,gnb_1,2
1.0,sumo_coupled_00000328,17.3,gnb_2,4
1.0,sumo_coupled_00000329,17.4,gnb_1,2
1.0,sumo_coupled_00000330,17.4,gnb_2,4
1.0,sumo_coupled_00000331,17.5,gnb_1,2
1.0,sumo_coupled_00000332,17.5,gnb_2,4
1.0,sumo_coupled_00000333,17.6,gnb_1,2
1.0,sumo_coupled_00000334,17.6,gnb_2,4
1.0,sumo_coupled_00000335,17.7,gnb_1,2
1.0,sumo_coupled_00000336,17.7,gnb_2,4
1.0,sumo_coupled_00000337,17.8,gnb_1,2
1.0,sumo_coupled_00000338,17.8,gnb_2,4
1.0,sumo_coupled_00000339,17.9,gnb_1,2
1.0,sumo_coupled_00000340,17.9,gnb_2,4
1.0,sumo_coupled_00000341,18,gnb_1,2
1.0,sumo_coupled_00000342,18,gnb_2,4
1.0,sumo_coupled_00000343,18.1,gnb_1,2
1.0,sumo_coupled_00000344,18.1,gnb_2,4
