timestamp_s,ue_id,serving_gnb,wideband_cqi,previous_quality,total_rbs,rb_available,wideband_sinr_db,rsrp_dbm,rsrq_db,mcs
6.0,15,gnb_1,14.880000,3,25,7,,,,
6.0,31,gnb_1,14.480000,3,25,7,,,,
6.1,0,gnb_2,14.040000,3,25,7,,,,
6.1,1,gnb_2,14.280000,3,25,7,,,,
6.1,15,gnb_1,14.880000,3,25,7,,,,
6.1,31,gnb_1,14.480000,3,25,7,,,,
6.2,0,gnb_2,14.040000,3,25,7,,,,
6.2,1,gnb_2,14.280000,3,25,7,,,,
6.2,15,gnb_1,14.880000,3,25,7,,,,
6.2,31,gnb_1,14.480000,3,25,7,,,,
6.3,0,gnb_2,14.040000,3,25,7,,,,
6.3,1,gnb_2,14.280000,3,25,7,,,,
6.3,15,gnb_1,14.880000,3,25,7,,,,
6.3,31,gnb_1,14.480000,3,25,7,,,,
6.4,0,gnb_2,14.040000,3,25,7,,,,
6.4,1,gnb_2,14.280000,3,25,7,,,,
6.4,15,gnb_1,14.880000,3,25,7,,,,
6.4,31,gnb_1,14.480000,3,25,7,,,,
6.5,0,gnb_2,14.040000,3,25,7,,,,
6.5,1,gnb_2,14.280000,3,25,7,,,,
6.5,15,gnb_1,14.880000,3,25,7,,,,
6.5,31,gnb_1,14.480000,3,25,7,,,,
6.6,0,gnb_2,14.040000,3,25,7,,,,
6.6,1,gnb_2,14.280000,3,25,7,,,,
6.6,15,gnb_1,14.880000,3,25,7,,,,
6.6,31,gnb_1,14.480000,3,25,7,,,,
6.7,0,gnb_2,14.040000,3,25,7,,,,
6.7,1,gnb_2,14.280000,3,25,7,,,,
6.7,15,gnb_1,14.880000,3,25,7,,,,
6.7,31,gnb_1,14.520000,3,25,7,,,,
6.8,0,gnb_2,14.040000,3,25,7,,,,
6.8,1,gnb_2,14.280000,3,25,7,,,,
6.8,15,gnb_1,14.880000,3,25,7,,,,
6.8,31,gnb_1,14.520000,3,25,7,,,,
6.9,0,gnb_2,14.600000,3,25,7,,,,
6.9,1,gnb_2,14.280000,3,25,7,,,,
6.9,15,gnb_1,14.880000,3,25,7,,,,
6.9,31,gnb_1,14.880000,3,25,7,,,,
7.0,0,gnb_2,14.600000,3,25,7,,,,
7.0,1,gnb_2,14.280000,3,25,7,,,,
7.0,15,gnb_1,14.880000,3,25,7,,,,
7.0,31,gnb_1,14.880000,3,25,7,,,,
7.1,0,gnb_2,14.600000,3,25,7,,,,
7.1,1,gnb_2,14.280000,3,25,7,,,,
7.1,15,gnb_1,14.880000,3,25,7,,,,
7.1,31,gnb_1,14.880000,3,25,7,,,,
7.2,0,gnb_2,14.600000,3,25,7,,,,
7.2,1,gnb_2,13.440000,3,25,7,,,,
7.2,15,gnb_1,14.840000,3,25,7,,,,
7.2,31,gnb_1,14.880000,3,25,7,,,,
7.3,0,gnb_2,14.600000,3,25,7,,,,
7.3,1,gnb_2,13.440000,3,25,7,,,,
7.3,15,gnb_1,14.840000,3,25,7,,,,
7.3,31,gnb_1,14.880000,3,25,7,,,,
7.4,0,gnb_2,14.600000,3,25,7,,,,
7.4,1,gnb_2,13.440000,3,25,7,,,,
7.4,15,gnb_1,14.840000,3,25,7,,,,
7.4,31,gnb_1,14.880000,3,25,7,,,,
7.5,0,gnb_2,14.600000,3,25,7,,,,
7.5,1,gnb_2,13.440000,3,25,7,,,,
7.5,15,gnb_1,14.840000,3,25,7,,,,
7.5,31,gnb_1,14.880000,3,25,7,,,,
7.6,0,gnb_2,14.600000,3,25,7,,,,
7.6,1,gnb_2,13.440000,3,25,7,,,,
7.6,15,gnb_1,14.840000,3,25,7,,,,
7.6,31,gnb_1,14.880000,3,25,7,,,,
7.7,0,gnb_2,13.600000,3,25,7,,,,
7.7,1,gnb_2,13.440000,3,25,7,,,,
7.7,15,gnb_1,14.840000,3,25,7,,,,
7.7,31,gnb_1,14.880000,3,25,7,,,,
7.8,0,gnb_2,13.600000,3,25,7,,,,
7.8,1,gnb_2,13.440000,3,25,7,,,,
7.8,15,gnb_1,14.840000,3,25,7,,,,
7.8,31,gnb_1,14.880000,3,25,7,,,,
7.9,0,gnb_2,13.600000,3,25,7,,,,
7.9,1,gnb_2,13.440000,3,25,7,,,,
7.9,15,gnb_1,14.840000,3,25,7,,,,
7.9,31,gnb_1,14.880000,3,25,7,,,,
8.0,0,gnb_2,13.600000,3,25,7,,,,
8.0,1,gnb_2,13.120000,3,25,7,,,,
8.0,15,gnb_1,14.880000,3,25,7,,,,
8.0,31,gnb_1,14.880000,3,25,7,,,,
8.1,0,gnb_2,13.600000,3,25,7,,,,
8.1,1,gnb_2,13.120000,3,25,7,,,,
8.1,15,gnb_1,14.880000,3,25,7,,,,
8.1,31,gnb_1,14.880000,3,25,7,,,,
8.2,0,gnb_2,13.600000,3,25,7,,,,
8.2,1,gnb_2,13.120000,3,25,7,,,,
8.2,15,gnb_1,14.880000,3,25,7,,,,
8.2,2,gnb_2,13.520000,1,25,7,,,,
8.2,31,gnb_1,14.880000,3,25,7,,,,
8.3,0,gnb_2,13.600000,2,25,7,,,,
8.3,1,gnb_2,13.120000,2,25,7,,,,
8.3,15,gnb_1,14.880000,3,25,7,,,,
8.3,2,gnb_2,13.520000,1,25,7,,,,
8.3,31,gnb_1,14.880000,3,25,7,,,,
8.4,0,gnb_2,13.600000,2,25,7,,,,
8.4,1,gnb_2,13.120000,2,25,7,,,,
8.4,15,gnb_1,14.880000,3,25,7,,,,
8.4,2,gnb_2,13.520000,1,25,7,,,,
8.4,31,gnb_1,14.760000,3,25,7,,,,
8.5,0,gnb_2,13.600000,2,25,7,,,,
8.5,1,gnb_2,13.120000,2,25,7,,,,
8.5,15,gnb_1,14.880000,3,25,7,,,,
