load_level,seed,split,scenario_index,nearest_neighbor_same_teacher_group,nearest_neighbor_mean_distance,same_cqi_pair_count,same_cqi_same_group_ratio,same_cqi_mean_cost_distance
medium,23,train,30,0.875,0.5348796248435974,29,1.0,0.02270039081059653
medium,23,train,31,0.9166666666666666,0.8966918587684631,26,1.0,0.008905756932038527
medium,23,train,32,0.8333333333333334,0.9417079091072083,21,0.9523809523809523,0.017885692195878142
medium,23,train,33,0.4583333333333333,0.26534488797187805,87,0.5172413793103449,0.0013004267352750931
medium,23,train,34,0.5833333333333334,0.3695197105407715,60,0.7833333333333333,0.008107125634948413
medium,23,train,35,0.75,0.2760098874568939,75,0.8133333333333334,0.00045522863666216533
medium,23,train,36,1.0,0.7100909352302551,18,1.0,0.029715798743483093
medium,23,train,37,0.7916666666666666,0.26867565512657166,78,0.7692307692307693,0.0
medium,23,train,38,0.9166666666666666,1.1385949850082397,18,1.0,0.02176889715095361
medium,23,train,39,0.5833333333333334,0.27644073963165283,91,0.6703296703296703,0.0
medium,23,test,0,0.9166666666666666,0.30536845326423645,45,1.0,0.0034411745766798657
medium,23,test,1,0.7916666666666666,0.2340899109840393,91,0.7142857142857143,0.0003751883958722209
medium,23,test,2,0.6666666666666666,0.37193262577056885,36,0.75,0.00562295602220628
medium,23,test,3,0.2916666666666667,0.2275814265012741,88,0.4659090909090909,0.0005681819113140756
medium,23,test,4,0.875,0.37614163756370544,36,0.8888888888888888,0.004496364647315608
medium,23,test,5,0.4583333333333333,0.24553106725215912,97,0.4020618556701031,0.0006185568024202721
medium,23,test,6,0.75,0.40570417046546936,42,0.5714285714285714,0.009508133311534212
medium,23,test,7,0.3333333333333333,0.259914755821228,85,0.4588235294117647,0.0
medium,23,test,8,0.9166666666666666,1.1001189947128296,16,0.9375,0.021317013073712587
medium,23,test,9,1.0,0.4243464171886444,50,0.82,0.00514336496591568
medium,23,test,10,0.9166666666666666,0.7887127995491028,15,1.0,0.023097666104634602
medium,23,test,11,0.7083333333333334,0.26982763409614563,77,0.5194805194805194,0.0
medium,23,test,12,1.0,0.42402514815330505,31,1.0,0.008749790639886934
medium,23,test,13,0.5,0.24355287849903107,101,0.6237623762376238,0.0
medium,23,test,14,0.875,0.38264039158821106,40,0.875,0.006496164761483669
medium,23,test,15,0.2916666666666667,0.22962874174118042,112,0.5,0.0
medium,23,test,16,0.875,0.25646618008613586,69,0.9565217391304348,0.0002898552279541458
medium,23,test,17,1.0,0.8118548393249512,24,1.0,0.010903508014356097
medium,23,test,18,0.875,0.8274919986724854,29,0.9655172413793104,0.05095287756030929
medium,23,test,19,0.875,0.4779944121837616,30,1.0,0.01642882820839683
