dispersion,seed,scenario_index,method,utility,adr_kbps
high,21,14,Multi-feature k-means,0.45467681917937275,2178.6666666666665
high,21,14,Multi-feature k-means (k-means++),0.4490289246588127,2160.0
high,21,14,CQI+resource-cost joint k-means (single clustering),0.40291629178217336,2264.0
high,21,14,"CQI+resource-cost hybrid (paper method, union)",0.3956089767087362,1582.0
high,21,14,CQI+cost+joint 3-way union,0.40291629178217336,2264.0
high,21,15,No grouping,0.12244639978752513,550.0
high,21,15,CQI k-means,0.4008068269972142,1616.0
high,21,15,CQI k-means (k-means++),0.35041106755104845,1529.3333333333333
high,21,15,Resource-cost k-means,0.30256795940730785,1127.3333333333333
high,21,15,Resource-cost k-means (k-means++),0.30256795940730785,1127.3333333333333
high,21,15,Multi-feature k-means,0.36730973038317105,1478.6666666666667
high,21,15,Multi-feature k-means (k-means++),0.36730973038317105,1478.6666666666667
high,21,15,CQI+resource-cost joint k-means (single clustering),0.3227752452064901,1749.3333333333333
high,21,15,"CQI+resource-cost hybrid (paper method, union)",0.35041106755104845,1529.3333333333333
high,21,15,CQI+cost+joint 3-way union,0.35041106755104845,1529.3333333333333
high,21,16,No grouping,0.13511306645419183,550.0
high,21,16,CQI k-means,0.4093400275541268,1691.3333333333333
high,21,16,CQI k-means (k-means++),0.38798185655208123,1581.3333333333333
high,21,16,Resource-cost k-means,0.29478256490679144,1101.3333333333333
high,21,16,Resource-cost k-means (k-means++),0.29478256490679144,1101.3333333333333
high,21,16,Multi-feature k-means,0.3048503337909163,1674.6666666666667
high,21,16,Multi-feature k-means (k-means++),0.3048503337909163,1674.6666666666667
high,21,16,CQI+resource-cost joint k-means (single clustering),0.1839118941252266,910.6666666666666
high,21,16,"CQI+resource-cost hybrid (paper method, union)",0.38798185655208123,1581.3333333333333
high,21,16,CQI+cost+joint 3-way union,0.38798185655208123,1581.3333333333333
high,21,17,No grouping,0.1371130664541918,550.0
high,21,17,CQI k-means,0.3047966540178944,1381.3333333333333
high,21,17,CQI k-means (k-means++),0.3400736856302105,1442.0
high,21,17,Resource-cost k-means,0.2604659573498588,1032.0
high,21,17,Resource-cost k-means (k-means++),0.2604659573498588,1032.0
high,21,17,Multi-feature k-means,0.35336682328873065,1824.0
high,21,17,Multi-feature k-means (k-means++),0.35336682328873065,1824.0
high,21,17,CQI+resource-cost joint k-means (single clustering),0.2604659573498588,1032.0
high,21,17,"CQI+resource-cost hybrid (paper method, union)",0.3400736856302105,1442.0
high,21,17,CQI+cost+joint 3-way union,0.3400736856302105,1442.0
high,21,18,No grouping,0.11644639978752515,550.0
high,21,18,CQI k-means,0.3935338586897052,1647.3333333333333
high,21,18,CQI k-means (k-means++),0.3935338586897052,1647.3333333333333
high,21,18,Resource-cost k-means,0.2925679594073079,1127.3333333333333
high,21,18,Resource-cost k-means (k-means++),0.2925679594073079,1127.3333333333333
high,21,18,Multi-feature k-means,0.3855687515993181,1954.6666666666667
high,21,18,Multi-feature k-means (k-means++),0.3855687515993181,1954.6666666666667
high,21,18,CQI+resource-cost joint k-means (single clustering),0.24721177590575863,1049.3333333333333
high,21,18,"CQI+resource-cost hybrid (paper method, union)",0.3935338586897052,1647.3333333333333
high,21,18,CQI+cost+joint 3-way union,0.3935338586897052,1647.3333333333333
high,21,19,No grouping,0.11111306645419182,550.0
high,21,19,CQI k-means,0.4092293677021497,3261.3333333333335
high,21,19,CQI k-means (k-means++),0.4092293677021497,3261.3333333333335
high,21,19,Resource-cost k-means,0.43804769680491934,2141.3333333333335
high,21,19,Resource-cost k-means (k-means++),0.43804769680491934,2141.3333333333335
high,21,19,Multi-feature k-means,0.36880066616686996,1909.0
high,21,19,Multi-feature k-means (k-means++),0.38399475327656457,1912.6666666666667
high,21,19,CQI+resource-cost joint k-means (single clustering),0.4058380718192898,2027.0
high,21,19,"CQI+resource-cost hybrid (paper method, union)",0.43804769680491934,2141.3333333333335
high,21,19,CQI+cost+joint 3-way union,0.43804769680491934,2141.3333333333335
high,22,0,No grouping,0.11177973312085844,550.0
high,22,0,CQI k-means,0.4093400569887317,1700.6666666666667
high,22,0,CQI k-means (k-means++),0.40903551362448126,3224.0
high,22,0,Resource-cost k-means,0.24274911335399016,1230.6666666666667
high,22,0,Resource-cost k-means (k-means++),0.24274911335399016,1230.6666666666667
high,22,0,Multi-feature k-means,0.3739666643773013,1863.6666666666667
high,22,0,Multi-feature k-means (k-means++),0.3739666643773013,1863.6666666666667
high,22,0,CQI+resource-cost joint k-means (single clustering),0.4025641863027336,2282.6666666666665
high,22,0,"CQI+resource-cost hybrid (paper method, union)",0.40903551362448126,3224.0
high,22,0,CQI+cost+joint 3-way union,0.40903551362448126,3224.0
high,22,1,No grouping,0.11711306645419181,550.0
high,22,1,CQI k-means,0.3775714029819182,1610.0
high,22,1,CQI k-means (k-means++),0.41788801053885094,1679.3333333333333
high,22,1,Resource-cost k-means,0.3157658391303908,1170.6666666666667
high,22,1,Resource-cost k-means (k-means++),0.2356532356883564,1278.6666666666667
high,22,1,Multi-feature k-means,0.36168992476187417,1509.0
high,22,1,Multi-feature k-means (k-means++),0.30435335390782436,1153.3333333333333
high,22,1,CQI+resource-cost joint k-means (single clustering),0.37792085707875794,1936.0
high,22,1,"CQI+resource-cost hybrid (paper method, union)",0.41788801053885094,1679.3333333333333
high,22,1,CQI+cost+joint 3-way union,0.41788801053885094,1679.3333333333333
high,22,2,No grouping,0.12177973312085849,550.0
high,22,2,CQI k-means,0.3693292789965175,1861.3333333333333
high,22,2,CQI k-means (k-means++),0.3693292789965175,1861.3333333333333
high,22,2,Resource-cost k-means,0.2780367463508917,1084.0
high,22,2,Resource-cost k-means (k-means++),0.2780367463508917,1084.0
high,22,2,Multi-feature k-means,0.38627296255819793,1917.3333333333333
high,22,2,Multi-feature k-means (k-means++),0.38627296255819793,1917.3333333333333
high,22,2,CQI+resource-cost joint k-means (single clustering),0.3806250680376378,1898.6666666666667
high,22,2,"CQI+resource-cost hybrid (paper method, union)",0.3693292789965175,1861.3333333333333
high,22,2,CQI+cost+joint 3-way union,0.3806250680376378,1898.6666666666667
high,22,3,No grouping,0.13377973312085847,550.0
high,22,3,CQI k-means,0.3225154106147909,2738.6666666666665
high,22,3,CQI k-means (k-means++),0.3225154106147909,2738.6666666666665
high,22,3,Resource-cost k-means,0.2632117759057586,1049.3333333333333
high,22,3,Resource-cost k-means (k-means++),0.2632117759057586,1049.3333333333333
high,22,3,Multi-feature k-means,0.27794419452144903,1581.3333333333333
high,22,3,Multi-feature k-means (k-means++),0.27794419452144903,1581.3333333333333
high,22,3,CQI+resource-cost joint k-means (single clustering),0.222895168348826,980.0
high,22,3,"CQI+resource-cost hybrid (paper method, union)",0.3225154106147909,2738.6666666666665
high,22,3,CQI+cost+joint 3-way union,0.3225154106147909,2738.6666666666665
high,22,4,No grouping,0.11911306645419181,550.0
high,22,4,CQI k-means,0.3831206180581424,3112.0
high,22,4,CQI k-means (k-means++),0.3831206180581424,3112.0
high,22,4,Resource-cost k-means,0.3393472041401414,1147.6666666666667
high,22,4,Resource-cost k-means (k-means++),0.3393472041401414,1147.6666666666667
high,22,4,Multi-feature k-means,0.36431050685041094,1880.0
high,22,4,Multi-feature k-means (k-means++),0.36431050685041094,1880.0
high,22,4,CQI+resource-cost joint k-means (single clustering),0.31365323568835635,1286.6666666666667
high,22,4,"CQI+resource-cost hybrid (paper method, union)",0.3831206180581424,3112.0
high,22,4,CQI+cost+joint 3-way union,0.3831206180581424,3112.0
high,22,5,No grouping,0.11511306645419182,550.0
high,22,5,CQI k-means,0.3882354182659848,1954.6666666666667
high,22,5,CQI k-means (k-means++),0.3882354182659848,1954.6666666666667
high,22,5,Resource-cost k-means,0.4390664689510258,2122.6666666666665
high,22,5,Resource-cost k-means (k-means++),0.2280261449663063,1286.0
high,22,5,Multi-feature k-means,0.40517910182766514,2010.6666666666667
high,22,5,Multi-feature k-means (k-means++),0.41082699634822517,2029.3333333333333
high,22,5,CQI+resource-cost joint k-means (single clustering),0.2376532356883564,1278.6666666666667
high,22,5,"CQI+resource-cost hybrid (paper method, union)",0.3882354182659848,1954.6666666666667
high,22,5,CQI+cost+joint 3-way union,0.3882354182659848,1954.6666666666667
high,22,6,No grouping,0.12577973312085844,550.0
high,22,6,CQI k-means,0.39302546636690006,1672.6666666666667
high,22,6,CQI k-means (k-means++),0.39302546636690006,1672.6666666666667
high,22,6,Resource-cost k-means,0.275370079684225,1084.0
high,22,6,Resource-cost k-means (k-means++),0.275370079684225,1084.0
high,22,6,Multi-feature k-means,0.2925357726036895,1656.0
high,22,6,Multi-feature k-means (k-means++),0.2925357726036895,1656.0
high,22,6,CQI+resource-cost joint k-means (single clustering),0.3038315616448098,1693.3333333333333
high,22,6,"CQI+resource-cost hybrid (paper method, union)",0.39302546636690006,1672.6666666666667
high,22,6,CQI+cost+joint 3-way union,0.39302546636690006,1672.6666666666667
high,22,7,No grouping,0.14444639978752516,550.0
high,22,7,CQI k-means,0.375452660430766,1579.3333333333333
high,22,7,CQI k-means (k-means++),0.3754526604307661,1579.3333333333333
high,22,7,Resource-cost k-means,0.14444639978752516,550.0
high,22,7,Resource-cost k-means (k-means++),0.18739292985244088,1148.6666666666667
high,22,7,Multi-feature k-means,0.2766108611881157,1581.3333333333333
high,22,7,Multi-feature k-means (k-means++),0.2766108611881157,1581.3333333333333
high,22,7,CQI+resource-cost joint k-means (single clustering),0.20294086868525776,1125.3333333333333
high,22,7,"CQI+resource-cost hybrid (paper method, union)",0.3754526604307661,1579.3333333333333
high,22,7,CQI+cost+joint 3-way union,0.3754526604307661,1579.3333333333333
high,22,8,No grouping,0.11777973312085849,550.0
high,22,8,CQI k-means,0.36751755979595513,1969.3333333333333
high,22,8,CQI k-means (k-means++),0.3675175597959552,1969.3333333333333
high,22,8,Resource-cost k-means,0.32478546120084656,1112.3333333333333
high,22,8,Resource-cost k-means (k-means++),0.3247854612008465,1112.3333333333333
high,22,8,Multi-feature k-means,0.4188269963482252,2029.3333333333333
high,22,8,Multi-feature k-means (k-means++),0.4188269963482252,2029.3333333333333
high,22,8,CQI+resource-cost joint k-means (single clustering),0.35670015662206395,1824.0
high,22,8,"CQI+resource-cost hybrid (paper method, union)",0.3675175597959552,1969.3333333333333
high,22,8,CQI+cost+joint 3-way union,0.3675175597959552,1969.3333333333333
high,22,9,No grouping,0.15111306645419184,550.0
high,22,9,CQI k-means,0.28359208904200917,1600.0
high,22,9,CQI k-means (k-means++),0.28359208904200917,1600.0
high,22,9,Resource-cost k-means,0.3121121747387549,1034.0
high,22,9,Resource-cost k-means (k-means++),0.3121121747387549,1034.0
high,22,9,Multi-feature k-means,0.3061836671242496,1674.6666666666667
high,22,9,Multi-feature k-means (k-means++),0.3061836671242496,1674.6666666666667
high,22,9,CQI+resource-cost joint k-means (single clustering),0.3207262631857743,1162.0
high,22,9,"CQI+resource-cost hybrid (paper method, union)",0.3121121747387549,1034.0
high,22,9,CQI+cost+joint 3-way union,0.3207262631857743,1162.0
high,22,10,No grouping,0.11511306645419182,550.0
high,22,10,CQI k-means,0.37120572249180356,3000.0
high,22,10,CQI k-means (k-means++),0.37120572249180356,3000.0
high,22,10,Resource-cost k-means,0.34542635602937455,1165.0
high,22,10,Resource-cost k-means (k-means++),0.34542635602937455,1165.0
high,22,10,Multi-feature k-means,0.3450147178092907,1842.6666666666667
high,22,10,Multi-feature k-means (k-means++),0.3450147178092907,1842.6666666666667
high,22,10,CQI+resource-cost joint k-means (single clustering),0.40056418630273355,2282.6666666666665
high,22,10,"CQI+resource-cost hybrid (paper method, union)",0.37120572249180356,3000.0
high,22,10,CQI+cost+joint 3-way union,0.40056418630273355,2282.6666666666665
high,22,11,No grouping,0.10977973312085847,550.0
high,22,11,CQI k-means,0.4223816498684493,1750.6666666666667
high,22,11,CQI k-means (k-means++),0.4223816498684493,1750.6666666666667
high,22,11,Resource-cost k-means,0.4184373465765723,2085.3333333333335
high,22,11,Resource-cost k-means (k-means++),0.4184373465765723,2085.3333333333335
high,22,11,Multi-feature k-means,0.4052828397565851,1677.0
high,22,11,Multi-feature k-means (k-means++),0.4052828397565851,1677.0
high,22,11,CQI+resource-cost joint k-means (single clustering),0.3337189287681705,1805.3333333333333
high,22,11,"CQI+resource-cost hybrid (paper method, union)",0.4223816498684493,1750.6666666666667
high,22,11,CQI+cost+joint 3-way union,0.4223816498684493,1750.6666666666667
high,22,12,No grouping,0.11444639978752515,550.0
high,22,12,CQI k-means,0.4183024979792162,1733.3333333333333
high,22,12,CQI k-means (k-means++),0.435777365162708,1823.3333333333333
high,22,12,Resource-cost k-means,0.27040965562884156,1092.6666666666667
high,22,12,Resource-cost k-means (k-means++),0.28048880751807476,1110.0
high,22,12,Multi-feature k-means,0.3878833127865449,1973.3333333333333
high,22,12,Multi-feature k-means (k-means++),0.3878833127865449,1973.3333333333333
high,22,12,CQI+resource-cost joint k-means (single clustering),0.348348051142624,1842.6666666666667
high,22,12,"CQI+resource-cost hybrid (paper method, union)",0.435777365162708,1823.3333333333333
high,22,12,CQI+cost+joint 3-way union,0.435777365162708,1823.3333333333333
high,22,13,No grouping,0.12244639978752513,550.0
high,22,13,CQI k-means,0.328893191015049,2026.0
high,22,13,CQI k-means (k-means++),0.27883823218030973,1426.6666666666667
high,22,13,Resource-cost k-means,0.33971892876817045,1805.3333333333333
high,22,13,Resource-cost k-means (k-means++),0.27440965562884156,1092.6666666666667
high,22,13,Multi-feature k-means,0.3123282252496911,1754.6666666666667
high,22,13,Multi-feature k-means (k-means++),0.3123282252496911,1754.6666666666667
high,22,13,CQI+resource-cost joint k-means (single clustering),0.3185691734047555,1787.3333333333333
high,22,13,"CQI+resource-cost hybrid (paper method, union)",0.27883823218030973,1426.6666666666667
high,22,13,CQI+cost+joint 3-way union,0.3185691734047555,1787.3333333333333
high,22,14,No grouping,0.1271130664541918,550.0
high,22,14,CQI k-means,0.40190071716235176,1532.0
high,22,14,CQI k-means (k-means++),0.40190071716235176,1532.0
high,22,14,Resource-cost k-means,0.34038298747136964,1115.3333333333333
high,22,14,Resource-cost k-means (k-means++),0.33005959651910766,1162.0
high,22,14,Multi-feature k-means,0.3492455727439585,1406.3333333333333
high,22,14,Multi-feature k-means (k-means++),0.3492455727439585,1406.3333333333333
high,22,14,CQI+resource-cost joint k-means (single clustering),0.32610857853982345,1749.3333333333333
high,22,14,"CQI+resource-cost hybrid (paper method, union)",0.40190071716235176,1532.0
high,22,14,CQI+cost+joint 3-way union,0.40190071716235176,1532.0
high,22,15,No grouping,0.11777973312085849,550.0
high,22,15,CQI k-means,0.4195171181960022,1712.0
high,22,15,CQI k-means (k-means++),0.4195171181960022,1712.0
high,22,15,Resource-cost k-means,0.28248880751807465,1110.0
high,22,15,Resource-cost k-means (k-means++),0.3127262631857743,1162.0
high,22,15,Multi-feature k-means,0.38283050789798345,1600.0
high,22,15,Multi-feature k-means (k-means++),0.3828305078979834,1600.0
high,22,15,CQI+resource-cost joint k-means (single clustering),0.34291629178217337,2258.6666666666665
high,22,15,"CQI+resource-cost hybrid (paper method, union)",0.4195171181960022,1712.0
high,22,15,CQI+cost+joint 3-way union,0.4195171181960022,1712.0
high,22,16,No grouping,0.11511306645419182,550.0
high,22,16,CQI k-means,0.37786971765209004,2041.3333333333333
high,22,16,CQI k-means (k-means++),0.37786971765209004,2041.3333333333333
high,22,16,Resource-cost k-means,0.36662423575245745,1208.3333333333333
high,22,16,Resource-cost k-means (k-means++),0.36662423575245745,1208.3333333333333
high,22,16,Multi-feature k-means,0.388615895810332,1974.3333333333333
high,22,16,Multi-feature k-means (k-means++),0.38861589581033196,1974.3333333333333
high,22,16,CQI+resource-cost joint k-means (single clustering),0.3917363698878642,1990.6666666666667
high,22,16,"CQI+resource-cost hybrid (paper method, union)",0.37786971765209004,2041.3333333333333
high,22,16,CQI+cost+joint 3-way union,0.3917363698878642,1990.6666666666667
high,22,17,No grouping,0.10177973312085849,550.0
high,22,17,CQI k-means,0.4523253481474321,1811.3333333333333
high,22,17,CQI k-means (k-means++),0.4194232217798182,3298.6666666666665
high,22,17,Resource-cost k-means,0.4323998022843592,2122.6666666666665
high,22,17,Resource-cost k-means (k-means++),0.3397095374093737,1231.3333333333333
high,22,17,Multi-feature k-means,0.4069307342771452,1695.6666666666667
high,22,17,Multi-feature k-means (k-means++),0.4069307342771452,1695.6666666666667
high,22,17,CQI+resource-cost joint k-means (single clustering),0.35897717351707764,1880.0
high,22,17,"CQI+resource-cost hybrid (paper method, union)",0.4194232217798182,3298.6666666666665
high,22,17,CQI+cost+joint 3-way union,0.4194232217798182,3298.6666666666665
high,22,18,No grouping,0.11777973312085849,550.0
high,22,18,CQI k-means,0.3450797511528162,1570.6666666666667
high,22,18,CQI k-means (k-means++),0.3450797511528162,1570.6666666666667
high,22,18,Resource-cost k-means,0.40651243516099844,2010.6666666666667
high,22,18,Resource-cost k-means (k-means++),0.40651243516099844,2010.6666666666667
high,22,18,Multi-feature k-means,0.3613292789965175,1861.3333333333333
high,22,18,Multi-feature k-means (k-means++),0.3613292789965175,1861.3333333333333
high,22,18,CQI+resource-cost joint k-means (single clustering),0.37262506803763773,1898.6666666666667
high,22,18,"CQI+resource-cost hybrid (paper method, union)",0.40651243516099844,2010.6666666666667
high,22,18,CQI+cost+joint 3-way union,0.40651243516099844,2010.6666666666667
high,22,19,No grouping,0.12844639978752515,550.0
high,22,19,CQI k-means,0.40012339040223976,1671.3333333333333
high,22,19,CQI k-means (k-means++),0.3807068713094711,1571.3333333333333
high,22,19,Resource-cost k-means,0.1702179002975739,1180.6666666666667
high,22,19,Resource-cost k-means (k-means++),0.17021790029757392,1180.6666666666667
high,22,19,Multi-feature k-means,0.3064982283114764,1693.3333333333333
high,22,19,Multi-feature k-means (k-means++),0.3064982283114764,1693.3333333333333
high,22,19,CQI+resource-cost joint k-means (single clustering),0.2953810301382526,2126.6666666666665
high,22,19,"CQI+resource-cost hybrid (paper method, union)",0.3807068713094711,1571.3333333333333
high,22,19,CQI+cost+joint 3-way union,0.3807068713094711,1571.3333333333333
high,23,0,No grouping,0.11577973312085846,550.0
high,23,0,CQI k-means,0.40404225101251035,1622.0
high,23,0,CQI k-means (k-means++),0.40404225101251035,1622.0
high,23,0,Resource-cost k-means,0.1836532356883563,1273.3333333333333
high,23,0,Resource-cost k-means (k-means++),0.17816159857655667,1238.6666666666667
high,23,0,Multi-feature k-means,0.3689416652223589,1548.6666666666667
high,23,0,Multi-feature k-means (k-means++),0.3689416652223589,1548.6666666666667
high,23,0,CQI+resource-cost joint k-means (single clustering),0.26433050373960837,1075.3333333333333
high,23,0,"CQI+resource-cost hybrid (paper method, union)",0.40404225101251035,1622.0
high,23,0,CQI+cost+joint 3-way union,0.40404225101251035,1622.0
high,23,1,No grouping,0.12311306645419182,550.0
high,23,1,CQI k-means,0.32295259616757255,1401.6666666666667
high,23,1,CQI k-means (k-means++),0.32295259616757255,1401.6666666666667
high,23,1,Resource-cost k-means,0.12311306645419182,550.0
high,23,1,Resource-cost k-means (k-means++),0.36386784118783994,1266.0
high,23,1,Multi-feature k-means,0.2672775278547824,1581.3333333333333
high,23,1,Multi-feature k-means (k-means++),0.2672775278547824,1581.3333333333333
high,23,1,CQI+resource-cost joint k-means (single clustering),0.2559817388136621,1544.0
high,23,1,"CQI+resource-cost hybrid (paper method, union)",0.36386784118783994,1266.0
high,23,1,CQI+cost+joint 3-way union,0.36386784118783994,1266.0
high,23,2,No grouping,0.12444639978752514,550.0
high,23,2,CQI k-means,0.34509697284779645,2850.6666666666665
high,23,2,CQI k-means (k-means++),0.34509697284779645,2850.6666666666665
high,23,2,Resource-cost k-means,0.3336076044639429,1109.6666666666667
high,23,2,Resource-cost k-means (k-means++),0.33864718040855946,1118.3333333333333
high,23,2,Multi-feature k-means,0.3643105068504109,1880.0
high,23,2,Multi-feature k-means (k-means++),0.37560629589153116,1917.3333333333333
high,23,2,CQI+resource-cost joint k-means (single clustering),0.33607103424761026,1786.6666666666667
high,23,2,"CQI+resource-cost hybrid (paper method, union)",0.34509697284779645,2850.6666666666665
high,23,2,CQI+cost+joint 3-way union,0.34509697284779645,2850.6666666666665
high,23,3,No grouping,0.1291130664541918,550.0
high,23,3,CQI k-means,0.3181461228320366,1712.0
high,23,3,CQI k-means (k-means++),0.3181461228320366,1712.0
high,23,3,Resource-cost k-means,0.29886171679602463,1118.6666666666667
high,23,3,Resource-cost k-means (k-means++),0.18184499101962398,1173.3333333333333
high,23,3,Multi-feature k-means,0.32944191187315675,1749.3333333333333
high,23,3,Multi-feature k-means (k-means++),0.32944191187315675,1749.3333333333333
high,23,3,CQI+resource-cost joint k-means (single clustering),0.31401015251270614,2164.0
high,23,3,"CQI+resource-cost hybrid (paper method, union)",0.3181461228320366,1712.0
high,23,3,CQI+cost+joint 3-way union,0.3181461228320366,1712.0
high,23,4,No grouping,0.11111306645419182,550.0
high,23,4,CQI k-means,0.408551978238274,2290.6666666666665
high,23,4,CQI k-means (k-means++),0.38978728472480906,3112.0
high,23,4,Resource-cost k-means,0.4084748908687853,2048.0
high,23,4,Resource-cost k-means (k-means++),0.4084748908687853,2048.0
high,23,4,Multi-feature k-means,0.3971791018276651,2010.6666666666667
high,23,4,Multi-feature k-means (k-means++),0.3971791018276651,2010.6666666666667
high,23,4,CQI+resource-cost joint k-means (single clustering),0.3802354182659848,1954.6666666666667
high,23,4,"CQI+resource-cost hybrid (paper method, union)",0.4084748908687853,2048.0
high,23,4,CQI+cost+joint 3-way union,0.4084748908687853,2048.0
high,23,5,No grouping,0.12444639978752514,550.0
high,23,5,CQI k-means,0.37045065821296735,1542.6666666666667
high,23,5,CQI k-means (k-means++),0.37045065821296735,1542.6666666666667
high,23,5,Resource-cost k-means,0.3060062855800314,1065.6666666666667
high,23,5,Resource-cost k-means (k-means++),0.12444639978752514,550.0
high,23,5,Multi-feature k-means,0.3503480511426241,1842.6666666666667
high,23,5,Multi-feature k-means (k-means++),0.3503480511426241,1842.6666666666667
high,23,5,CQI+resource-cost joint k-means (single clustering),0.15051165768629063,1170.6666666666667
high,23,5,"CQI+resource-cost hybrid (paper method, union)",0.37045065821296735,1542.6666666666667
high,23,5,CQI+cost+joint 3-way union,0.37045065821296735,1542.6666666666667
high,23,6,No grouping,0.11377973312085847,550.0
high,23,6,CQI k-means,0.3857872847248091,3112.0
high,23,6,CQI k-means (k-means++),0.42881089030202135,1708.0
high,23,6,Resource-cost k-means,0.4277706799099055,2085.3333333333335
high,23,6,Resource-cost k-means (k-means++),0.36490741713245645,1274.6666666666667
high,23,6,Multi-feature k-means,0.4334185744304657,2104.0
high,23,6,Multi-feature k-means (k-means++),0.4334185744304657,2104.0
high,23,6,CQI+resource-cost joint k-means (single clustering),0.24490741713245645,1262.6666666666667
high,23,6,"CQI+resource-cost hybrid (paper method, union)",0.42881089030202135,1708.0
high,23,6,CQI+cost+joint 3-way union,0.42881089030202135,1708.0
high,23,7,No grouping,0.12177973312085845,550.0
high,23,7,CQI k-means,0.34984686748387406,1963.3333333333333
high,23,7,CQI k-means (k-means++),0.34984686748387406,1963.3333333333333
high,23,7,Resource-cost k-means,0.387920857078758,1936.0
high,23,7,Resource-cost k-means (k-means++),0.38792085707875806,1936.0
high,23,7,Multi-feature k-means,0.3427377009142771,1786.6666666666667
high,23,7,Multi-feature k-means (k-means++),0.3427377009142771,1786.6666666666667
high,23,7,CQI+resource-cost joint k-means (single clustering),0.33144191187315686,1749.3333333333333
high,23,7,"CQI+resource-cost hybrid (paper method, union)",0.38792085707875806,1936.0
high,23,7,CQI+cost+joint 3-way union,0.38792085707875806,1936.0
high,23,8,No grouping,0.13044639978752515,550.0
high,23,8,CQI k-means,0.36990068772774704,1522.6666666666667
high,23,8,CQI k-means (k-means++),0.36990068772774704,1522.6666666666667
high,23,8,Resource-cost k-means,0.33205587301773765,1094.6666666666667
high,23,8,Resource-cost k-means (k-means++),0.3320558730177376,1094.6666666666667
high,23,8,Multi-feature k-means,0.33002339673500075,1355.0
high,23,8,Multi-feature k-means (k-means++),0.33002339673500075,1355.0
high,23,8,CQI+resource-cost joint k-means (single clustering),0.30614612283203657,1712.0
high,23,8,"CQI+resource-cost hybrid (paper method, union)",0.36990068772774704,1522.6666666666667
high,23,8,CQI+cost+joint 3-way union,0.36990068772774704,1522.6666666666667
high,23,9,No grouping,0.11777973312085849,550.0
high,23,9,CQI k-means,0.39778728472480895,3112.0
high,23,9,CQI k-means (k-means++),0.39778728472480895,3112.0
high,23,9,Resource-cost k-means,0.3739584013709711,1898.6666666666667
high,23,9,Resource-cost k-means (k-means++),0.3739584013709711,1898.6666666666667
high,23,9,Multi-feature k-means,0.35701471780929067,1842.6666666666667
high,23,9,Multi-feature k-means (k-means++),0.35701471780929067,1842.6666666666667
high,23,9,CQI+resource-cost joint k-means (single clustering),0.3739584013709711,1898.6666666666667
high,23,9,"CQI+resource-cost hybrid (paper method, union)",0.39778728472480895,3112.0
high,23,9,CQI+cost+joint 3-way union,0.39778728472480895,3112.0
high,23,10,No grouping,0.13911306645419177,550.0
high,23,10,CQI k-means,0.3917276603906787,1594.0
high,23,10,CQI k-means (k-means++),0.3917276603906787,1594.0
high,23,10,Resource-cost k-means,0.29270341301755837,1084.0
high,23,10,Resource-cost k-means (k-means++),0.15051165768629063,1169.3333333333333
high,23,10,Multi-feature k-means,0.3174794561653699,1712.0
high,23,10,Multi-feature k-means (k-means++),0.3174794561653699,1712.0
high,23,10,CQI+resource-cost joint k-means (single clustering),0.21710977384830965,954.0
high,23,10,"CQI+resource-cost hybrid (paper method, union)",0.3917276603906787,1594.0
high,23,10,CQI+cost+joint 3-way union,0.3917276603906787,1594.0
high,23,11,No grouping,0.10977973312085847,550.0
high,23,11,CQI k-means,0.41189603436881644,3261.3333333333335
high,23,11,CQI k-means (k-means++),0.41189603436881644,3261.3333333333335
high,23,11,Resource-cost k-means,0.36640866482162215,1230.6666666666667
high,23,11,Resource-cost k-means (k-means++),0.36640866482162215,1230.6666666666667
high,23,11,Multi-feature k-means,0.44369559132547937,2160.0
high,23,11,Multi-feature k-means (k-means++),0.44369559132547937,2160.0
high,23,11,CQI+resource-cost joint k-means (single clustering),0.44934348584603945,2178.6666666666665
high,23,11,"CQI+resource-cost hybrid (paper method, union)",0.41189603436881644,3261.3333333333335
high,23,11,CQI+cost+joint 3-way union,0.44934348584603945,2178.6666666666665
high,23,12,No grouping,0.12844639978752515,550.0
high,23,12,CQI k-means,0.29622121141646274,1637.3333333333333
high,23,12,CQI k-means (k-means++),0.29622121141646274,1637.3333333333333
high,23,12,Resource-cost k-means,0.3414043675809437,1786.6666666666667
high,23,12,Resource-cost k-means (k-means++),0.28070341301755836,1084.0
high,23,12,Multi-feature k-means,0.32446068401926337,1730.6666666666667
high,23,12,Multi-feature k-means (k-means++),0.32446068401926337,1730.6666666666667
high,23,12,CQI+resource-cost joint k-means (single clustering),0.2962212114164628,1637.3333333333333
high,23,12,"CQI+resource-cost hybrid (paper method, union)",0.29622121141646274,1637.3333333333333
high,23,12,CQI+cost+joint 3-way union,0.2962212114164628,1637.3333333333333
high,23,13,No grouping,0.1337797331208585,550.0
high,23,13,CQI k-means,0.34571892876817056,1805.3333333333333
high,23,13,CQI k-means (k-means++),0.4219691499285805,1728.6666666666667
high,23,13,Resource-cost k-means,0.2934492315734581,1101.3333333333333
high,23,13,Resource-cost k-means (k-means++),0.20504287074270697,1216.6666666666667
high,23,13,Multi-feature k-means,0.3772857908611127,1555.6666666666667
high,23,13,Multi-feature k-means (k-means++),0.3772857908611127,1555.6666666666667
high,23,13,CQI+resource-cost joint k-means (single clustering),0.1337797331208585,550.0
high,23,13,"CQI+resource-cost hybrid (paper method, union)",0.4219691499285805,1728.6666666666667
