dispersion,seed,scenario_index,method,objective,adr_kbps,log_utility
mid_v2,22,14,Resource-cost k-means,log-utility,3000.0,0.6891841780840183
mid_v2,22,14,Multi-feature k-means,log-utility,3000.0,0.6891841780840183
mid_v2,22,14,No grouping,ADR,3000.0,0.6891841780840183
mid_v2,22,14,CQI k-means,ADR,4071.3333333333335,0.6923281964710994
mid_v2,22,14,Resource-cost k-means,ADR,5121.0,0.6703580806058631
mid_v2,22,14,Multi-feature k-means,ADR,5229.666666666667,0.6354228635528869
mid_v2,22,15,No grouping,log-utility,3000.0,0.683850844750685
mid_v2,22,15,CQI k-means,log-utility,3736.0,0.698636752737203
mid_v2,22,15,Resource-cost k-means,log-utility,4925.0,0.7527506041175933
mid_v2,22,15,Multi-feature k-means,log-utility,4338.0,0.7508765935312931
mid_v2,22,15,No grouping,ADR,3000.0,0.683850844750685
mid_v2,22,15,CQI k-means,ADR,4164.0,0.698636752737203
mid_v2,22,15,Resource-cost k-means,ADR,4925.0,0.7527506041175933
mid_v2,22,15,Multi-feature k-means,ADR,5137.0,0.7508765935312931
mid_v2,22,16,No grouping,log-utility,3000.0,0.6785175114173516
mid_v2,22,16,CQI k-means,log-utility,4820.0,0.7136515882893114
mid_v2,22,16,Resource-cost k-means,log-utility,4452.666666666667,0.7621603727301673
mid_v2,22,16,Multi-feature k-means,log-utility,4338.0,0.7522099268646265
mid_v2,22,16,No grouping,ADR,3000.0,0.6785175114173516
mid_v2,22,16,CQI k-means,ADR,4820.0,0.7136515882893114
mid_v2,22,16,Resource-cost k-means,ADR,5322.333333333333,0.7621603727301673
mid_v2,22,16,Multi-feature k-means,ADR,5137.0,0.7522099268646265
mid_v2,22,17,No grouping,log-utility,3000.0,0.6765175114173516
mid_v2,22,17,CQI k-means,log-utility,3965.3333333333335,0.7258709778016184
mid_v2,22,17,Resource-cost k-means,log-utility,4621.333333333333,0.7541175661822667
mid_v2,22,17,Multi-feature k-means,log-utility,4366.666666666667,0.7606975383310117
mid_v2,22,17,No grouping,ADR,3000.0,0.6765175114173516
mid_v2,22,17,CQI k-means,ADR,4940.0,0.7258709778016184
mid_v2,22,17,Resource-cost k-means,ADR,6186.0,0.7514177368483123
mid_v2,22,17,Multi-feature k-means,ADR,5183.333333333333,0.7606975383310117
mid_v2,22,18,No grouping,log-utility,3000.0,0.6798508447506848
mid_v2,22,18,CQI k-means,log-utility,3936.6666666666665,0.7240500330018997
mid_v2,22,18,Resource-cost k-means,log-utility,4380.666666666667,0.7438082148740326
mid_v2,22,18,Multi-feature k-means,log-utility,4280.666666666667,0.7539013705985227
mid_v2,22,18,No grouping,ADR,3000.0,0.6798508447506848
mid_v2,22,18,CQI k-means,ADR,4488.333333333333,0.7240500330018997
mid_v2,22,18,Resource-cost k-means,ADR,5850.0,0.7234191350404691
mid_v2,22,18,Multi-feature k-means,ADR,5044.333333333333,0.7539013705985227
mid_v2,22,19,No grouping,log-utility,3000.0,0.6805175114173516
mid_v2,22,19,CQI k-means,log-utility,3000.0,0.6805175114173516
mid_v2,22,19,Resource-cost k-means,log-utility,4200.0,0.7178429701311047
mid_v2,22,19,Multi-feature k-means,log-utility,3970.6666666666665,0.6968411806749738
mid_v2,22,19,No grouping,ADR,3000.0,0.6805175114173516
mid_v2,22,19,CQI k-means,ADR,4015.3333333333335,0.6791158350888847
mid_v2,22,19,Resource-cost k-means,ADR,4984.0,0.7178429701311047
mid_v2,22,19,Multi-feature k-means,ADR,4812.666666666667,0.6132350340126265
mid_v2,23,0,No grouping,log-utility,3000.0,0.6831841780840183
mid_v2,23,0,CQI k-means,log-utility,3850.6666666666665,0.7105871986027442
mid_v2,23,0,Resource-cost k-means,log-utility,4750.0,0.7324184359443907
mid_v2,23,0,Multi-feature k-means,log-utility,3000.0,0.6831841780840183
mid_v2,23,0,No grouping,ADR,3000.0,0.6831841780840183
mid_v2,23,0,CQI k-means,ADR,4349.333333333333,0.7105871986027442
mid_v2,23,0,Resource-cost k-means,ADR,6000.0,0.7324184359443907
mid_v2,23,0,Multi-feature k-means,ADR,5415.0,0.6587552647581159
mid_v2,23,1,No grouping,log-utility,1500.0,0.4346030583591543
mid_v2,23,1,CQI k-means,log-utility,3466.6666666666665,0.6842648641297324
mid_v2,23,1,Resource-cost k-means,log-utility,2869.3333333333335,0.6595537187970942
mid_v2,23,1,Multi-feature k-means,log-utility,3506.6666666666665,0.679402527672788
mid_v2,23,1,No grouping,ADR,1500.0,0.4346030583591543
mid_v2,23,1,CQI k-means,ADR,3950.0,0.6842648641297324
mid_v2,23,1,Resource-cost k-means,ADR,4948.0,0.6178811675722017
mid_v2,23,1,Multi-feature k-means,ADR,3793.3333333333335,0.679402527672788
mid_v2,23,2,No grouping,log-utility,3000.0,0.6858508447506849
mid_v2,23,2,CQI k-means,log-utility,3793.3333333333335,0.7042786423366404
mid_v2,23,2,Resource-cost k-means,log-utility,4260.0,0.7088537433630774
mid_v2,23,2,Multi-feature k-means,log-utility,3000.0,0.6858508447506849
mid_v2,23,2,No grouping,ADR,3000.0,0.6858508447506849
mid_v2,23,2,CQI k-means,ADR,4256.666666666667,0.7042786423366404
mid_v2,23,2,Resource-cost k-means,ADR,5258.666666666667,0.6773343846874754
mid_v2,23,2,Multi-feature k-means,ADR,4998.0,0.6196683083164006
mid_v2,23,3,No grouping,log-utility,3000.0,0.683850844750685
mid_v2,23,3,CQI k-means,log-utility,3736.0,0.706636752737203
mid_v2,23,3,Resource-cost k-means,log-utility,3000.0,0.683850844750685
mid_v2,23,3,Multi-feature k-means,log-utility,3000.0,0.683850844750685
mid_v2,23,3,No grouping,ADR,3000.0,0.683850844750685
mid_v2,23,3,CQI k-means,ADR,4164.0,0.706636752737203
mid_v2,23,3,Resource-cost k-means,ADR,5310.0,0.6620885980914492
mid_v2,23,3,Multi-feature k-means,ADR,5137.0,0.6341599307108978
mid_v2,23,4,No grouping,log-utility,3000.0,0.6798508447506848
mid_v2,23,4,CQI k-means,log-utility,3994.0,0.7263585892680036
mid_v2,23,4,Resource-cost k-means,log-utility,4739.333333333333,0.7910364873940199
mid_v2,23,4,Multi-feature k-means,log-utility,4395.333333333333,0.761185149797397
mid_v2,23,4,No grouping,ADR,3000.0,0.6798508447506848
mid_v2,23,4,CQI k-means,ADR,4980.0,0.7263585892680036
mid_v2,23,4,Resource-cost k-means,ADR,5785.666666666667,0.7910364873940199
mid_v2,23,4,Multi-feature k-means,ADR,5229.666666666667,0.761185149797397
mid_v2,23,5,No grouping,log-utility,3000.0,0.6778508447506849
mid_v2,23,5,CQI k-means,log-utility,3000.0,0.6778508447506849
mid_v2,23,5,Resource-cost k-means,log-utility,4540.0,0.6997531674698808
mid_v2,23,5,Multi-feature k-means,log-utility,3000.0,0.6778508447506849
mid_v2,23,5,No grouping,ADR,3000.0,0.6778508447506849
mid_v2,23,5,CQI k-means,ADR,5090.666666666667,0.6248849454682877
mid_v2,23,5,Resource-cost k-means,ADR,5700.0,0.6997531674698808
mid_v2,23,5,Multi-feature k-means,ADR,5164.0,0.6397559638541943
mid_v2,23,6,No grouping,log-utility,3000.0,0.679850844750685
mid_v2,23,6,CQI k-means,log-utility,4051.3333333333335,0.7286671455341075
mid_v2,23,6,Resource-cost k-means,log-utility,4555.333333333333,0.7394361006382129
mid_v2,23,6,Multi-feature k-means,log-utility,4624.666666666667,0.7784193748618122
mid_v2,23,6,No grouping,ADR,3000.0,0.679850844750685
mid_v2,23,6,CQI k-means,ADR,4673.666666666667,0.7286671455341075
mid_v2,23,6,Resource-cost k-means,ADR,6110.0,0.7317517692777241
mid_v2,23,6,Multi-feature k-means,ADR,5600.333333333333,0.7784193748618122
mid_v2,23,7,No grouping,log-utility,3000.0,0.6818508447506849
mid_v2,23,7,CQI k-means,log-utility,3764.6666666666665,0.7044576975369218
mid_v2,23,7,Resource-cost k-means,log-utility,4854.0,0.7989869332595608
mid_v2,23,7,Multi-feature k-means,log-utility,4252.0,0.7467470924654708
mid_v2,23,7,No grouping,ADR,3000.0,0.6818508447506849
mid_v2,23,7,CQI k-means,ADR,4210.333333333333,0.7044576975369218
mid_v2,23,7,Resource-cost k-means,ADR,5894.0,0.7989869332595608
mid_v2,23,7,Multi-feature k-means,ADR,4998.0,0.7467470924654708
mid_v2,23,8,No grouping,log-utility,3000.0,0.6845175114173516
mid_v2,23,8,CQI k-means,log-utility,3000.0,0.6845175114173516
mid_v2,23,8,Resource-cost k-means,log-utility,3940.3333333333335,0.6888548458804032
mid_v2,23,8,Multi-feature k-means,log-utility,4137.333333333333,0.7301299799332632
mid_v2,23,8,No grouping,ADR,3000.0,0.6845175114173516
mid_v2,23,8,CQI k-means,ADR,3712.0,0.6210016416497339
mid_v2,23,8,Resource-cost k-means,ADR,5407.333333333333,0.6607547986940636
mid_v2,23,8,Multi-feature k-means,ADR,4812.666666666667,0.7301299799332632
mid_v2,23,9,No grouping,log-utility,3000.0,0.6745175114173516
mid_v2,23,9,CQI k-means,log-utility,3822.0,0.7140995871363589
mid_v2,23,9,Resource-cost k-means,log-utility,4575.0,0.712086267771188
mid_v2,23,9,Multi-feature k-means,log-utility,4223.333333333333,0.7489261476657522
mid_v2,23,9,No grouping,ADR,3000.0,0.6745175114173516
mid_v2,23,9,CQI k-means,ADR,4303.0,0.7140995871363589
mid_v2,23,9,Resource-cost k-means,ADR,5750.0,0.712086267771188
mid_v2,23,9,Multi-feature k-means,ADR,4951.666666666667,0.7489261476657522
mid_v2,23,10,No grouping,log-utility,1500.0,0.443269725025821
mid_v2,23,10,CQI k-means,log-utility,2190.0,0.5772437067659252
mid_v2,23,10,Resource-cost k-means,log-utility,2967.3333333333335,0.682943229928954
mid_v2,23,10,Multi-feature k-means,log-utility,3754.6666666666665,0.6860847882589718
mid_v2,23,10,No grouping,ADR,1500.0,0.443269725025821
mid_v2,23,10,CQI k-means,ADR,3890.0,0.5733604029473713
mid_v2,23,10,Resource-cost k-means,ADR,4466.333333333333,0.6778928797575717
mid_v2,23,10,Multi-feature k-means,ADR,4256.666666666667,0.5986018777679707
mid_v2,23,11,No grouping,log-utility,1500.0,0.42060305835915435
mid_v2,23,11,CQI k-means,log-utility,3527.3333333333335,0.6496116380397109
mid_v2,23,11,Resource-cost k-means,log-utility,4815.333333333333,0.779459745848559
mid_v2,23,11,Multi-feature k-means,log-utility,4186.0,0.7373989602547504
mid_v2,23,11,No grouping,ADR,1500.0,0.42060305835915435
mid_v2,23,11,CQI k-means,ADR,4720.0,0.5953517301940727
mid_v2,23,11,Resource-cost k-means,ADR,5921.0,0.779459745848559
mid_v2,23,11,Multi-feature k-means,ADR,5183.333333333333,0.6330897632515797
mid_v2,23,12,No grouping,log-utility,3000.0,0.6831841780840182
mid_v2,23,12,CQI k-means,log-utility,3592.6666666666665,0.692198695405277
mid_v2,23,12,Resource-cost k-means,log-utility,4505.0,0.7000867338352403
mid_v2,23,12,Multi-feature k-means,log-utility,3850.6666666666665,0.7145871986027441
mid_v2,23,12,No grouping,ADR,3000.0,0.6831841780840182
mid_v2,23,12,CQI k-means,ADR,3932.3333333333335,0.692198695405277
mid_v2,23,12,Resource-cost k-means,ADR,4752.666666666667,0.6806767228082263
mid_v2,23,12,Multi-feature k-means,ADR,4349.333333333333,0.7145871986027441
mid_v2,23,13,No grouping,log-utility,3000.0,0.6825175114173515
mid_v2,23,13,CQI k-means,log-utility,3793.3333333333335,0.7102786423366405
mid_v2,23,13,Resource-cost k-means,log-utility,4682.0,0.7873945977945828
mid_v2,23,13,Multi-feature k-means,log-utility,4166.0,0.7426175913996484
mid_v2,23,13,No grouping,ADR,3000.0,0.6825175114173515
mid_v2,23,13,CQI k-means,ADR,4700.0,0.7102786423366405
mid_v2,23,13,Resource-cost k-means,ADR,5693.0,0.7873945977945828
mid_v2,23,13,Multi-feature k-means,ADR,4859.0,0.7426175913996484
mid_v2,23,14,No grouping,log-utility,3000.0,0.6885175114173516
mid_v2,23,14,CQI k-means,log-utility,3850.6666666666665,0.7052538652694108
mid_v2,23,14,Resource-cost k-means,log-utility,4567.333333333333,0.7674441519290417
mid_v2,23,14,Multi-feature k-means,log-utility,4280.666666666667,0.7425680372651894
mid_v2,23,14,No grouping,ADR,3000.0,0.6885175114173516
mid_v2,23,14,CQI k-means,ADR,4780.0,0.7052538652694108
mid_v2,23,14,Resource-cost k-means,ADR,5507.666666666667,0.7674441519290417
mid_v2,23,14,Multi-feature k-means,ADR,5380.0,0.7425680372651894
mid_v2,23,15,No grouping,log-utility,3000.0,0.6851841780840182
mid_v2,23,15,CQI k-means,log-utility,3707.3333333333335,0.6988158079374845
mid_v2,23,15,Resource-cost k-means,log-utility,4369.333333333333,0.7460664219635473
mid_v2,23,15,Multi-feature k-means,log-utility,3989.3333333333335,0.7007204735654156
mid_v2,23,15,No grouping,ADR,3000.0,0.6851841780840182
mid_v2,23,15,CQI k-means,ADR,4117.666666666667,0.6988158079374845
mid_v2,23,15,Resource-cost k-means,ADR,5699.333333333333,0.6980867338352402
mid_v2,23,15,Multi-feature k-means,ADR,5137.0,0.6288265973775645
mid_v2,23,16,No grouping,log-utility,3000.0,0.6865175114173517
mid_v2,23,16,CQI k-means,log-utility,4080.0,0.7298214236671594
mid_v2,23,16,Resource-cost k-means,log-utility,4682.0,0.7820612644612495
mid_v2,23,16,Multi-feature k-means,log-utility,4510.0,0.767135595662938
mid_v2,23,16,No grouping,ADR,3000.0,0.6865175114173517
mid_v2,23,16,CQI k-means,ADR,5100.0,0.7298214236671594
mid_v2,23,16,Resource-cost k-means,ADR,5693.0,0.7820612644612495
mid_v2,23,16,Multi-feature k-means,ADR,5415.0,0.767135595662938
mid_v2,23,17,No grouping,log-utility,3000.0,0.6791841780840182
mid_v2,23,17,CQI k-means,log-utility,3735.0,0.7146601634218104
mid_v2,23,17,Resource-cost k-means,log-utility,4529.333333333333,0.7603712189195101
mid_v2,23,17,Multi-feature k-means,log-utility,4309.333333333333,0.7517223153982414
mid_v2,23,17,No grouping,ADR,3000.0,0.6791841780840182
mid_v2,23,17,CQI k-means,ADR,4780.0,0.7119205319360776
mid_v2,23,17,Resource-cost k-means,ADR,6063.666666666667,0.7274186689764169
mid_v2,23,17,Multi-feature k-means,ADR,5090.666666666667,0.7517223153982414
mid_v2,23,18,No grouping,log-utility,3000.0,0.673850844750685
mid_v2,23,18,CQI k-means,log-utility,4051.3333333333335,0.7373338122007741
mid_v2,23,18,Resource-cost k-means,log-utility,4424.0,0.7696727612637821
mid_v2,23,18,Multi-feature k-means,log-utility,4137.333333333333,0.7447966465999298
mid_v2,23,18,No grouping,ADR,3000.0,0.673850844750685
mid_v2,23,18,CQI k-means,ADR,5060.0,0.7373338122007741
mid_v2,23,18,Resource-cost k-means,ADR,5347.333333333333,0.7295519053439742
mid_v2,23,18,Multi-feature k-means,ADR,5180.0,0.7447966465999298
mid_v2,23,19,No grouping,log-utility,3000.0,0.6831841780840182
mid_v2,23,19,CQI k-means,log-utility,4022.6666666666665,0.7268462007343889
mid_v2,23,19,Resource-cost k-means,log-utility,4995.0,0.7647501380535412
mid_v2,23,19,Multi-feature k-means,log-utility,4280.666666666667,0.7492347039318562
mid_v2,23,19,No grouping,ADR,3000.0,0.6831841780840182
mid_v2,23,19,CQI k-means,ADR,5020.0,0.7268462007343889
mid_v2,23,19,Resource-cost k-means,ADR,5024.0,0.715750355967906
mid_v2,23,19,Multi-feature k-means,ADR,5044.333333333333,0.7492347039318562
mid_v2,24,0,No grouping,log-utility,3000.0,0.6905175114173516
mid_v2,24,0,CQI k-means,log-utility,3000.0,0.6905175114173516
mid_v2,24,0,Resource-cost k-means,log-utility,4710.666666666667,0.7845488759276346
mid_v2,24,0,Multi-feature k-means,log-utility,4166.0,0.7372842580663151
mid_v2,24,0,No grouping,ADR,3000.0,0.6905175114173516
mid_v2,24,0,CQI k-means,ADR,4340.0,0.6905175114173516
mid_v2,24,0,Resource-cost k-means,ADR,5650.666666666667,0.7845488759276346
mid_v2,24,0,Multi-feature k-means,ADR,4859.0,0.7372842580663151
mid_v2,24,1,No grouping,log-utility,3000.0,0.693850844750685
mid_v2,24,1,CQI k-means,log-utility,3000.0,0.693850844750685
mid_v2,24,1,Resource-cost k-means,log-utility,4624.666666666667,0.7724193748618123
mid_v2,24,1,Multi-feature k-means,log-utility,4051.3333333333335,0.7226671455341076
mid_v2,24,1,No grouping,ADR,3000.0,0.693850844750685
mid_v2,24,1,CQI k-means,ADR,3378.0,0.6316683083164006
mid_v2,24,1,Resource-cost k-means,ADR,5504.666666666667,0.7724193748618123
mid_v2,24,1,Multi-feature k-means,ADR,4673.666666666667,0.7226671455341076
mid_v2,24,2,No grouping,log-utility,3000.0,0.6791841780840182
mid_v2,24,2,CQI k-means,log-utility,3764.6666666666665,0.7031243642035886
mid_v2,24,2,Resource-cost k-means,log-utility,4715.0,0.7260853356430834
mid_v2,24,2,Multi-feature k-means,log-utility,4166.0,0.7379509247329818
mid_v2,24,2,No grouping,ADR,3000.0,0.6791841780840182
mid_v2,24,2,CQI k-means,ADR,4210.333333333333,0.7031243642035886
mid_v2,24,2,Resource-cost k-means,ADR,5032.666666666667,0.7253701575421065
mid_v2,24,2,Multi-feature k-means,ADR,4859.0,0.7379509247329818
mid_v2,24,3,No grouping,log-utility,3000.0,0.6878508447506849
mid_v2,24,3,CQI k-means,log-utility,3000.0,0.6878508447506849
mid_v2,24,3,Resource-cost k-means,log-utility,4960.0,0.7537503710855673
mid_v2,24,3,Multi-feature k-means,log-utility,3886.6666666666665,0.7369287344120856
mid_v2,24,3,No grouping,ADR,3000.0,0.6878508447506849
mid_v2,24,3,CQI k-means,ADR,4330.666666666667,0.6394014055314972
mid_v2,24,3,Resource-cost k-means,ADR,6332.0,0.7537503710855673
mid_v2,24,3,Multi-feature k-means,ADR,4951.666666666667,0.7355928143324189
mid_v2,24,4,No grouping,log-utility,3000.0,0.6898508447506849
mid_v2,24,4,CQI k-means,log-utility,3478.3333333333335,0.6952010339147789
mid_v2,24,4,Resource-cost k-means,log-utility,4680.0,0.7184189020084429
mid_v2,24,4,Multi-feature k-means,log-utility,4108.666666666667,0.7316423684668779
mid_v2,24,4,No grouping,ADR,3000.0,0.6898508447506849
mid_v2,24,4,CQI k-means,ADR,4056.3333333333335,0.6952010339147789
mid_v2,24,4,Resource-cost k-means,ADR,4828.666666666667,0.7039595698789961
mid_v2,24,4,Multi-feature k-means,ADR,4766.333333333333,0.7316423684668779
mid_v2,24,5,No grouping,log-utility,3000.0,0.6878508447506849
mid_v2,24,5,CQI k-means,log-utility,3000.0,0.6878508447506849
mid_v2,24,5,Resource-cost k-means,log-utility,4237.333333333333,0.722036824208773
mid_v2,24,5,Multi-feature k-means,log-utility,4108.666666666667,0.7283090351335446
mid_v2,24,5,No grouping,ADR,3000.0,0.6878508447506849
mid_v2,24,5,CQI k-means,ADR,3978.6666666666665,0.6860196402049955
mid_v2,24,5,Resource-cost k-means,ADR,5336.0,0.6805510218393626
mid_v2,24,5,Multi-feature k-means,ADR,4766.333333333333,0.7283090351335446
mid_v2,24,6,No grouping,log-utility,3000.0,0.6838508447506849
mid_v2,24,6,CQI k-means,log-utility,3392.6666666666665,0.7183860440926599
mid_v2,24,6,Resource-cost k-means,log-utility,4653.333333333333,0.7809069863281974
mid_v2,24,6,Multi-feature k-means,log-utility,3774.6666666666665,0.7111775680156032
mid_v2,24,6,No grouping,ADR,3000.0,0.6838508447506849
mid_v2,24,6,CQI k-means,ADR,4214.666666666667,0.7183860440926599
mid_v2,24,6,Resource-cost k-means,ADR,5646.666666666667,0.7809069863281974
mid_v2,24,6,Multi-feature k-means,ADR,4620.0,0.7013034194038698
mid_v2,24,7,No grouping,log-utility,3000.0,0.6825175114173515
mid_v2,24,7,CQI k-means,log-utility,3736.0,0.7039700860705363
mid_v2,24,7,Resource-cost k-means,log-utility,4458.0,0.7435648066619052
mid_v2,24,7,Multi-feature k-means,log-utility,4424.0,0.7636727612637821
mid_v2,24,7,No grouping,ADR,3000.0,0.6825175114173515
mid_v2,24,7,CQI k-means,ADR,4210.0,0.7024482362941137
mid_v2,24,7,Resource-cost k-means,ADR,5850.0,0.7207524683738025
mid_v2,24,7,Multi-feature k-means,ADR,5276.0,0.7636727612637821
mid_v2,24,8,No grouping,log-utility,3000.0,0.6818508447506849
mid_v2,24,8,CQI k-means,log-utility,3908.0,0.7168957548688479
mid_v2,24,8,Resource-cost k-means,log-utility,4715.0,0.7274186689764168
mid_v2,24,8,Multi-feature k-means,log-utility,4137.333333333333,0.7367966465999297
mid_v2,24,8,No grouping,ADR,3000.0,0.6818508447506849
mid_v2,24,8,CQI k-means,ADR,4442.0,0.7168957548688479
mid_v2,24,8,Resource-cost k-means,ADR,5991.333333333333,0.7274186689764168
mid_v2,24,8,Multi-feature k-means,ADR,4812.666666666667,0.7367966465999297
mid_v2,24,9,No grouping,log-utility,3000.0,0.6731841780840183
mid_v2,24,9,CQI k-means,log-utility,3936.6666666666665,0.7213833663352331
mid_v2,24,9,Resource-cost k-means,log-utility,4366.0,0.7170979466173351
mid_v2,24,9,Multi-feature k-means,log-utility,4280.666666666667,0.751234703931856
mid_v2,24,9,No grouping,ADR,3000.0,0.6731841780840183
mid_v2,24,9,CQI k-means,ADR,4488.333333333333,0.7213833663352331
mid_v2,24,9,Resource-cost k-means,ADR,5796.666666666667,0.7094196011045214
mid_v2,24,9,Multi-feature k-means,ADR,5044.333333333333,0.751234703931856
mid_v2,24,10,No grouping,log-utility,3000.0,0.6858508447506849
mid_v2,24,10,CQI k-means,log-utility,3965.3333333333335,0.7178709778016183
mid_v2,24,10,Resource-cost k-means,log-utility,4716.0,0.758619976526039
mid_v2,24,10,Multi-feature k-means,log-utility,4082.6666666666665,0.7156541412778609
mid_v2,24,10,No grouping,ADR,3000.0,0.6858508447506849
mid_v2,24,10,CQI k-means,ADR,4534.666666666667,0.7178709778016183
mid_v2,24,10,Resource-cost k-means,ADR,6137.333333333333,0.7384179698803384
mid_v2,24,10,Multi-feature k-means,ADR,5507.666666666667,0.6634214653607303
mid_v2,24,11,No grouping,log-utility,3000.0,0.6825175114173515
mid_v2,24,11,CQI k-means,log-utility,3678.6666666666665,0.6989948631377659
mid_v2,24,11,Resource-cost k-means,log-utility,4208.666666666667,0.7275492127423878
mid_v2,24,11,Multi-feature k-means,log-utility,4108.666666666667,0.7363090351335446
mid_v2,24,11,No grouping,ADR,3000.0,0.6825175114173515
mid_v2,24,11,CQI k-means,ADR,4071.3333333333335,0.6989948631377659
mid_v2,24,11,Resource-cost k-means,ADR,4986.333333333333,0.7275492127423878
mid_v2,24,11,Multi-feature k-means,ADR,4766.333333333333,0.7363090351335446
mid_v2,24,12,No grouping,log-utility,3000.0,0.6785175114173516
mid_v2,24,12,CQI k-means,log-utility,3791.0,0.7196313754264687
mid_v2,24,12,Resource-cost k-means,log-utility,5202.666666666667,0.7506431130742448
mid_v2,24,12,Multi-feature k-means,log-utility,3994.0,0.7276919226013369
mid_v2,24,12,No grouping,ADR,3000.0,0.6785175114173516
mid_v2,24,12,CQI k-means,ADR,4476.0,0.7196313754264687
mid_v2,24,12,Resource-cost k-means,ADR,5202.666666666667,0.7506431130742448
mid_v2,24,12,Multi-feature k-means,ADR,4581.0,0.7276919226013369
mid_v2,24,13,No grouping,log-utility,3000.0,0.6871841780840183
mid_v2,24,13,CQI k-means,log-utility,3736.0,0.69930341940387
mid_v2,24,13,Resource-cost k-means,log-utility,4338.0,0.7515432601979599
mid_v2,24,13,Multi-feature k-means,log-utility,3850.6666666666665,0.7092538652694108
mid_v2,24,13,No grouping,ADR,3000.0,0.6871841780840183
mid_v2,24,13,CQI k-means,ADR,4620.0,0.69930341940387
mid_v2,24,13,Resource-cost k-means,ADR,5137.0,0.7515432601979599
mid_v2,24,13,Multi-feature k-means,ADR,4349.333333333333,0.7092538652694108
mid_v2,24,14,No grouping,log-utility,3000.0,0.6845175114173516
mid_v2,24,14,CQI k-means,log-utility,3908.0,0.7208957548688478
mid_v2,24,14,Resource-cost k-means,log-utility,4208.0,0.7155278273728229
mid_v2,24,14,Multi-feature k-means,log-utility,4080.0,0.7358214236671594
mid_v2,24,14,No grouping,ADR,3000.0,0.6845175114173516
mid_v2,24,14,CQI k-means,ADR,4442.0,0.7208957548688478
mid_v2,24,14,Resource-cost k-means,ADR,5832.0,0.7050865008032141
mid_v2,24,14,Multi-feature k-means,ADR,4720.0,0.7358214236671594
mid_v2,24,15,No grouping,log-utility,3000.0,0.6845175114173516
mid_v2,24,15,CQI k-means,log-utility,3764.6666666666665,0.7044576975369217
mid_v2,24,15,Resource-cost k-means,log-utility,4925.0,0.7560839374509268
mid_v2,24,15,Multi-feature k-means,log-utility,4395.333333333333,0.759185149797397
mid_v2,24,15,No grouping,ADR,3000.0,0.6845175114173516
mid_v2,24,15,CQI k-means,ADR,4660.0,0.7044576975369217
mid_v2,24,15,Resource-cost k-means,ADR,4925.0,0.7560839374509268
mid_v2,24,15,Multi-feature k-means,ADR,5229.666666666667,0.759185149797397
mid_v2,24,16,No grouping,log-utility,3000.0,0.6885175114173516
mid_v2,24,16,CQI k-means,log-utility,3000.0,0.6885175114173516
mid_v2,24,16,Resource-cost k-means,log-utility,4162.666666666667,0.7009824493867695
mid_v2,24,16,Multi-feature k-means,log-utility,3908.0,0.7035624215355147
mid_v2,24,16,No grouping,ADR,3000.0,0.6885175114173516
mid_v2,24,16,CQI k-means,ADR,3940.0,0.6177266564071238
mid_v2,24,16,Resource-cost k-means,ADR,4935.333333333333,0.7009824493867695
mid_v2,24,16,Multi-feature k-means,ADR,4442.0,0.7035624215355147
mid_v2,24,17,No grouping,log-utility,3000.0,0.6885175114173516
mid_v2,24,17,CQI k-means,log-utility,3000.0,0.6885175114173516
mid_v2,24,17,Resource-cost k-means,log-utility,4223.333333333333,0.7375928143324189
mid_v2,24,17,Multi-feature k-means,log-utility,4022.6666666666665,0.7201795340677222
mid_v2,24,17,No grouping,ADR,3000.0,0.6885175114173516
mid_v2,24,17,CQI k-means,ADR,4220.0,0.6885175114173516
mid_v2,24,17,Resource-cost k-means,ADR,4951.666666666667,0.7375928143324189
mid_v2,24,17,Multi-feature k-means,ADR,4627.333333333333,0.7201795340677222
mid_v2,24,18,No grouping,log-utility,3000.0,0.6765175114173516
mid_v2,24,18,CQI k-means,log-utility,3793.3333333333335,0.7149453090033071
mid_v2,24,18,Resource-cost k-means,log-utility,4348.0,0.7395268952447184
mid_v2,24,18,Multi-feature k-means,log-utility,4194.666666666667,0.7497718695327003
mid_v2,24,18,No grouping,ADR,3000.0,0.6765175114173516
mid_v2,24,18,CQI k-means,ADR,4700.0,0.7149453090033071
mid_v2,24,18,Resource-cost k-means,ADR,5739.333333333333,0.6990869668672665
mid_v2,24,18,Multi-feature k-means,ADR,4905.333333333333,0.7497718695327003
mid_v2,24,19,No grouping,log-utility,3000.0,0.6831841780840183
mid_v2,24,19,CQI k-means,log-utility,3965.3333333333335,0.7205376444682852
mid_v2,24,19,Resource-cost k-means,log-utility,4470.0,0.693753633533933
mid_v2,24,19,Multi-feature k-means,log-utility,4510.0,0.7678022623296047
mid_v2,24,19,No grouping,ADR,3000.0,0.6831841780840183
mid_v2,24,19,CQI k-means,ADR,4534.666666666667,0.7205376444682852
mid_v2,24,19,Resource-cost k-means,ADR,5713.666666666667,0.693753633533933
mid_v2,24,19,Multi-feature k-means,ADR,5415.0,0.7678022623296047
mid_v2,25,0,No grouping,log-utility,3000.0,0.685850844750685
mid_v2,25,0,CQI k-means,log-utility,3994.0,0.7216919226013371
mid_v2,25,0,Resource-cost k-means,log-utility,4341.666666666667,0.7290147397431298
mid_v2,25,0,Multi-feature k-means,log-utility,4424.0,0.7590060945971155
mid_v2,25,0,No grouping,ADR,3000.0,0.685850844750685
