dispersion,seed,load,scenario_index,method,utility,adr_kbps,served_ratio,average_quality,system_spectral_efficiency,fairness
low,seed_0001,medium,4,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,4,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,4,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,4,CQI+cost+switching+regret-graph+trend union,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,5,CQI k-means,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,5,Trend-slope k-means,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,5,Trend-volatility k-means,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,5,Trend-downside-deviation k-means,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,5,Trend-only union (CQI+slope+volatility+downside),0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,5,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,5,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,5,CQI+cost+switching+regret-graph+trend union,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,6,CQI k-means,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
