scenario_mode,load_level,rb_budget_ratio,seed,test_index,kmax,feature_mode,method,pairwise_accuracy,ari,nmi,teacher_groups,predicted_groups
ambiguous,medium,0.25,23,3,3,history_cost,LE-GRA MVP,0.4166666666666667,0.0,0.0,3,1
ambiguous,medium,0.25,23,4,3,history_cost,Multi-feature k-means,0.7717391304347826,0.5427579678131903,0.4388738535845309,2,2
ambiguous,medium,0.25,23,4,3,history_cost,LE-GRA MVP,0.5108695652173914,0.0,0.0,2,1
ambiguous,medium,0.25,23,5,3,history_cost,Multi-feature k-means,0.4746376811594203,-0.052603892688058915,0.017001004459717566,3,2
ambiguous,medium,0.25,23,5,3,history_cost,LE-GRA MVP,0.463768115942029,-0.05457737388340986,0.23065456747702548,3,2
ambiguous,medium,0.25,23,6,3,history_cost,Multi-feature k-means,0.4782608695652174,0.0,0.0,2,1
ambiguous,medium,0.25,23,6,3,history_cost,LE-GRA MVP,0.4782608695652174,0.0,0.0,2,1
ambiguous,medium,0.25,23,7,3,history_cost,Multi-feature k-means,0.48188405797101447,0.0,0.0,3,1
ambiguous,medium,0.25,23,7,3,history_cost,LE-GRA MVP,0.48188405797101447,0.0,0.0,3,1
ambiguous,medium,0.25,23,8,3,history_cost,Multi-feature k-means,0.9130434782608695,0.8155080213903744,0.8262382960613038,3,3
ambiguous,medium,0.25,23,8,3,history_cost,LE-GRA MVP,0.8442028985507246,0.6699299143397487,0.6839450124420015,3,3
ambiguous,medium,0.25,23,9,3,history_cost,Multi-feature k-means,0.5688405797101449,0.0,0.0,2,1
ambiguous,medium,0.25,23,9,3,history_cost,LE-GRA MVP,0.6557971014492754,0.3156905731287191,0.4081971746226094,2,2
ambiguous,medium,0.25,23,10,3,history_cost,Multi-feature k-means,1.0,1.0,1.0,3,3
ambiguous,medium,0.25,23,10,3,history_cost,LE-GRA MVP,0.927536231884058,0.8457152440046958,0.8574793744499812,3,3
ambiguous,medium,0.25,23,11,3,history_cost,Multi-feature k-means,0.5253623188405797,0.0,0.0,3,1
ambiguous,medium,0.25,23,11,3,history_cost,LE-GRA MVP,0.5253623188405797,0.0,0.0,3,1
ambiguous,medium,0.25,23,12,3,history_cost,Multi-feature k-means,1.0,1.0,1.0,1,1
