scenario_id,ue_id,user_index,cqi_t_minus_4,cqi_t_minus_3,cqi_t_minus_2,cqi_t_minus_1,cqi_now_raw,cqi_now,previous_quality,distance_m,speed_mps,direction_to_gnb,x_m,y_m,rsrp_dbm,rsrq_db,wideband_sinr_db,mcs
simu5g_00000400,2,2,13.6,13.6,13.6,13.6,12.92,13,2,120.07381795665746,7.82360890096482,0.6289590560960732,226.65,355.521515203871,,,,
simu5g_00000400,3,3,13.72,13.72,13.72,14.76,14.76,15,2,153.32018862708597,3.24474488825833,0.7932803477974998,226.65,401.625892558473,,,,
simu5g_00000400,4,4,12.08,12.08,12.08,12.08,12.08,12,2,162.99362494500167,1.86108256841961,0.8197498128919389,226.65,413.613993551244,,,,
simu5g_00000401,15,0,15.0,15.0,15.0,15.0,15.0,15,3,83.75907154500128,7.45746057488457,0.09871150969119627,223.35,111.73201559746,,,,
simu5g_00000401,31,1,14.96,14.96,14.96,14.96,14.96,15,3,110.06316026921826,13.2840233909842,-0.24710356144832857,167.196998886782,226.65,,,,
simu5g_00000402,0,0,14.84,14.88,14.88,14.88,14.88,15,2,103.96011399927758,8.21225933581673,0.44011680520414703,226.65,325.754593242021,,,,
simu5g_00000402,1,1,14.24,14.24,14.88,14.88,14.88,15,2,111.46557795298689,7.92877267196186,0.5464706196043527,226.65,340.912663448526,,,,
simu5g_00000402,2,2,13.6,13.6,13.6,12.92,12.96,13,2,119.58122110253802,7.85674134313616,0.6249797449841462,226.65,354.735841069557,,,,
simu5g_00000402,3,3,13.72,13.72,14.76,14.76,14.76,15,2,153.06080606301907,3.27138019684206,0.7924873627599097,226.65,401.298754538788,,,,
simu5g_00000402,4,4,12.08,12.08,12.08,12.08,12.08,12,2,162.83562884261403,1.9278264169879,0.8193612900190411,226.65,413.421210909546,,,,
simu5g_00000403,15,0,15.0,15.0,15.0,15.0,15.0,15,3,83.68860709646502,7.47315699127424,0.0898649047264483,223.35,112.479331296587,,,,
simu5g_00000403,31,1,14.96,14.96,14.96,14.96,14.96,15,3,110.40040316838706,13.3415110305268,-0.2584333858483938,168.531149989834,226.65,,,,
simu5g_00000404,0,0,14.88,14.88,14.88,14.88,14.84,15,2,103.59859914198913,8.27460636182863,0.43366544507288374,226.65,324.927132605838,,,,
simu5g_00000404,1,1,14.24,14.88,14.88,14.88,14.88,15,2,111.03077508074502,7.99349490377041,0.5414112791199802,226.65,340.113313958149,,,,
simu5g_00000404,2,2,13.6,13.6,12.92,12.96,13.0,13,2,119.08995677935188,7.88594293846386,0.6209360451168805,226.65,353.947246775711,,,,
simu5g_00000404,3,3,13.72,14.76,14.76,14.76,14.76,15,2,152.7968520161539,3.33240915911708,0.7916754306567019,226.65,400.965513622877,,,,
simu5g_00000404,4,4,12.08,12.08,12.08,12.08,12.08,12,2,162.67357200181038,1.9783260142612,0.8189614125313259,226.65,413.223378308119,,,,
simu5g_00000405,15,0,15.0,15.0,15.0,15.0,15.0,15,3,83.62464392832942,7.4877294669311,0.08097966626349834,223.35,113.22810424328,,,,
simu5g_00000405,31,1,14.96,14.96,14.96,14.96,14.96,15,3,110.75357985693144,13.3744473984293,-0.26968514036530883,169.868594729677,226.65,,,,
simu5g_00000406,0,0,14.88,14.88,14.88,14.84,14.84,15,2,103.24149979155702,8.29686203465926,0.42712907591815347,226.65,324.097446402372,,,,
simu5g_00000406,1,1,14.88,14.88,14.88,14.88,13.6,14,2,110.59996472156942,7.99490135937292,0.5362915256938097,226.65,339.313823822212,,,,
simu5g_00000406,2,2,13.6,12.92,12.96,13.0,13.0,13,2,118.60262206965638,7.87425413178024,0.6168482625920834,226.65,353.159821362533,,,,
simu5g_00000406,3,3,14.76,14.76,14.76,14.76,14.76,15,2,152.53235624008252,3.34268913425824,0.790856757759515,226.65,400.631244709451,,,,
simu5g_00000406,4,4,12.08,12.08,12.08,12.08,12.08,12,2,162.50727829550124,2.03105420820366,0.8185496322534953,226.65,413.020272887299,,,,
simu5g_00000407,15,0,15.0,15.0,15.0,15.0,15.0,15,3,83.56690130579105,7.5487873398989,0.0720023948322831,223.35,113.98298297727,,,,
simu5g_00000407,31,1,14.96,14.96,14.96,14.96,14.96,15,3,111.12271242334253,13.4093452535817,-0.2808564385661908,171.209529255035,226.65,,,,
simu5g_00000408,0,0,14.88,14.88,14.84,14.84,14.84,15,2,102.88767895495747,8.3485308275713,0.4204837134926006,226.65,323.262593319615,,,,
simu5g_00000408,1,1,14.88,14.88,14.88,13.6,13.6,14,2,110.1699719158962,8.05702916226968,0.5310713971194447,226.65,338.508120905985,,,,
simu5g_00000408,2,2,12.92,12.96,13.0,13.0,12.72,13,2,118.1168676770729,7.90132059322395,0.6126956354876091,226.65,352.36968930321,,,,
simu5g_00000408,3,3,14.76,14.76,14.76,14.76,14.76,15,2,152.2627758960485,3.41052160056813,0.7900170730600463,226.65,400.290192549394,,,,
simu5g_00000408,4,4,12.08,12.08,12.08,12.08,12.08,12,2,162.3341111685513,2.1160920573184,0.8181192648024046,226.65,412.808663681567,,,,
simu5g_00000409,15,0,15.0,15.0,15.0,15.0,15.0,15,3,83.5157251820516,7.58323964186539,0.06296650178250683,223.35,114.741306941457,,,,
simu5g_00000409,31,1,14.96,14.96,14.96,14.96,14.96,15,3,111.50920328148987,13.4933922150489,-0.29198368850640555,172.55886847654,226.65,,,,
simu5g_00000410,0,0,14.88,14.84,14.84,14.84,14.84,15,2,102.53913980374236,8.3556547542821,0.4137642262787791,226.65,322.427027844187,,,,
simu5g_00000410,1,1,14.88,14.88,13.6,13.6,13.6,14,2,109.74283439323034,8.08318474260846,0.5257728465894561,226.65,337.699802431724,,,,
simu5g_00000410,2,2,12.96,13.0,13.0,12.72,12.76,13,2,117.63261936901783,7.93082512889792,0.6084758392209442,226.65,351.576606790321,,,,
