scenario_mode,load_level,rb_budget_ratio,seed,test_index,kmax,feature_mode,method,pairwise_accuracy,ari,nmi,teacher_groups,predicted_groups,training_loads
ambiguous,medium,0.25,17,16,3,history_cost_load,LE-GRA MVP,0.4963768115942029,-0.008835594824865902,0.0705435541450591,3,2,light+medium
ambiguous,medium,0.25,17,17,3,history_cost_load,Multi-feature k-means,0.6630434782608695,0.3214550068732156,0.47881607547788557,3,3,light+medium
ambiguous,medium,0.25,17,17,3,history_cost_load,LE-GRA MVP,0.6231884057971014,0.23696102929448665,0.4491909032577819,3,3,light+medium
ambiguous,medium,0.25,17,18,3,history_cost_load,Multi-feature k-means,0.9166666666666666,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,18,3,history_cost_load,LE-GRA MVP,0.9166666666666666,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,19,3,history_cost_load,Multi-feature k-means,0.5688405797101449,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,19,3,history_cost_load,LE-GRA MVP,0.5688405797101449,0.0,0.0,2,1,light+medium
ambiguous,light,0.5,23,0,3,history_cost_load,Multi-feature k-means,0.5869565217391305,0.2344153000145993,0.4152730891350569,2,3,light+medium
ambiguous,light,0.5,23,0,3,history_cost_load,LE-GRA MVP,1.0,1.0,1.0,2,2,light+medium
ambiguous,light,0.5,23,1,3,history_cost_load,Multi-feature k-means,0.532608695652174,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,23,1,3,history_cost_load,LE-GRA MVP,0.532608695652174,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,23,2,3,history_cost_load,Multi-feature k-means,0.6702898550724637,0.32023384215654427,0.4613694487178435,3,3,light+medium
ambiguous,light,0.5,23,2,3,history_cost_load,LE-GRA MVP,0.6739130434782609,0.3194147624527371,0.4747460711255615,3,3,light+medium
ambiguous,light,0.5,23,3,3,history_cost_load,Multi-feature k-means,0.4166666666666667,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,23,3,3,history_cost_load,LE-GRA MVP,0.4166666666666667,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,23,4,3,history_cost_load,Multi-feature k-means,0.7717391304347826,0.4346468981662113,0.40755154869077814,3,2,light+medium
ambiguous,light,0.5,23,4,3,history_cost_load,LE-GRA MVP,0.7246376811594203,0.4269791837403704,0.42366256959054904,3,2,light+medium
ambiguous,light,0.5,23,5,3,history_cost_load,Multi-feature k-means,0.48188405797101447,-0.04181184668989548,0.006996768153785553,3,2,light+medium
ambiguous,light,0.5,23,5,3,history_cost_load,LE-GRA MVP,0.47101449275362317,-0.05514532600157114,0.04073229989916464,3,2,light+medium
ambiguous,light,0.5,23,6,3,history_cost_load,Multi-feature k-means,0.6847826086956522,0.3806870937790158,0.3635032325238267,3,2,light+medium
ambiguous,light,0.5,23,6,3,history_cost_load,LE-GRA MVP,0.6847826086956522,0.3806870937790158,0.3635032325238267,3,2,light+medium
ambiguous,light,0.5,23,7,3,history_cost_load,Multi-feature k-means,0.48188405797101447,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,23,7,3,history_cost_load,LE-GRA MVP,0.48188405797101447,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,23,8,3,history_cost_load,Multi-feature k-means,0.6376811594202898,0.29227139853325806,0.43098726241650714,3,3,light+medium
ambiguous,light,0.5,23,8,3,history_cost_load,LE-GRA MVP,0.6304347826086957,0.2828977533241632,0.46082151987878406,3,3,light+medium
ambiguous,light,0.5,23,9,3,history_cost_load,Multi-feature k-means,0.4673913043478261,0.08398807911135195,0.2108049043396271,3,2,light+medium
ambiguous,light,0.5,23,9,3,history_cost_load,LE-GRA MVP,0.6811594202898551,0.38264450205886835,0.4360781838067236,3,2,light+medium
ambiguous,light,0.5,23,10,3,history_cost_load,Multi-feature k-means,0.5760869565217391,0.19407008086253374,0.37985511461974664,2,3,light+medium
ambiguous,light,0.5,23,10,3,history_cost_load,LE-GRA MVP,0.5905797101449275,0.18755861206627067,0.34660029934587105,2,3,light+medium
ambiguous,light,0.5,23,11,3,history_cost_load,Multi-feature k-means,0.4891304347826087,-0.02659069325735997,0.07705293773214854,3,3,light+medium
ambiguous,light,0.5,23,11,3,history_cost_load,LE-GRA MVP,0.4782608695652174,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,23,12,3,history_cost_load,Multi-feature k-means,0.5362318840579711,0.07143983598801457,0.27673634873147984,3,2,light+medium
ambiguous,light,0.5,23,12,3,history_cost_load,LE-GRA MVP,0.5072463768115942,0.029124204645388205,0.31341424022614583,3,3,light+medium
ambiguous,light,0.5,23,13,3,history_cost_load,Multi-feature k-means,0.6014492753623188,0.1598870994521003,0.11335791826982973,3,2,light+medium
ambiguous,light,0.5,23,13,3,history_cost_load,LE-GRA MVP,0.4927536231884058,-0.0042101980352408815,0.1755056174379802,3,3,light+medium
ambiguous,light,0.5,23,14,3,history_cost_load,Multi-feature k-means,0.6376811594202898,0.2701887989846105,0.3445794210291724,3,3,light+medium
ambiguous,light,0.5,23,14,3,history_cost_load,LE-GRA MVP,0.7065217391304348,0.41137440758293836,0.40717853356658196,3,2,light+medium
ambiguous,light,0.5,23,15,3,history_cost_load,Multi-feature k-means,0.4927536231884058,-0.007036747458952316,0.06906739769687996,3,3,light+medium
ambiguous,light,0.5,23,15,3,history_cost_load,LE-GRA MVP,0.48188405797101447,-0.035253383695310093,0.04384584903473433,3,2,light+medium
ambiguous,light,0.5,23,16,3,history_cost_load,Multi-feature k-means,0.35144927536231885,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,23,16,3,history_cost_load,LE-GRA MVP,0.48188405797101447,0.026635099141757948,0.06251253454321093,3,2,light+medium
ambiguous,light,0.5,23,17,3,history_cost_load,Multi-feature k-means,0.7934782608695652,0.5735660847880298,0.6856855447392299,3,3,light+medium
ambiguous,light,0.5,23,17,3,history_cost_load,LE-GRA MVP,0.7934782608695652,0.5711481844946026,0.6101003982719362,3,3,light+medium
ambiguous,light,0.5,23,18,3,history_cost_load,Multi-feature k-means,0.9311594202898551,0.8626218170386671,0.8496613500636985,3,3,light+medium
ambiguous,light,0.5,23,18,3,history_cost_load,LE-GRA MVP,0.7681159420289855,0.5306122448979592,0.6795088489723352,3,3,light+medium
ambiguous,light,0.5,23,19,3,history_cost_load,Multi-feature k-means,0.9166666666666666,0.8281909710945112,0.7598737418084625,2,2,light+medium
ambiguous,light,0.5,23,19,3,history_cost_load,LE-GRA MVP,0.7065217391304348,0.45669291338582674,0.7208497389001013,2,3,light+medium
ambiguous,medium,0.25,23,0,3,history_cost_load,Multi-feature k-means,0.6557971014492754,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,0,3,history_cost_load,LE-GRA MVP,0.6557971014492754,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,1,3,history_cost_load,Multi-feature k-means,0.7644927536231884,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,23,1,3,history_cost_load,LE-GRA MVP,0.7644927536231884,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,23,2,3,history_cost_load,Multi-feature k-means,0.48188405797101447,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,2,3,history_cost_load,LE-GRA MVP,0.7717391304347826,0.543238415467059,0.4602273904323098,2,2,light+medium
ambiguous,medium,0.25,23,3,3,history_cost_load,Multi-feature k-means,0.4166666666666667,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,23,3,3,history_cost_load,LE-GRA MVP,0.4166666666666667,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,23,4,3,history_cost_load,Multi-feature k-means,0.5108695652173914,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,4,3,history_cost_load,LE-GRA MVP,0.5108695652173914,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,5,3,history_cost_load,Multi-feature k-means,0.48188405797101447,-0.04181184668989548,0.006996768153785553,3,2,light+medium
ambiguous,medium,0.25,23,5,3,history_cost_load,LE-GRA MVP,0.5289855072463768,0.05374756052534421,0.072741275537028,3,2,light+medium
ambiguous,medium,0.25,23,6,3,history_cost_load,Multi-feature k-means,0.4782608695652174,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,6,3,history_cost_load,LE-GRA MVP,0.4782608695652174,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,7,3,history_cost_load,Multi-feature k-means,0.48188405797101447,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,23,7,3,history_cost_load,LE-GRA MVP,0.48188405797101447,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,23,8,3,history_cost_load,Multi-feature k-means,0.8804347826086957,0.7488695268556304,0.736181545557015,3,3,light+medium
ambiguous,medium,0.25,23,8,3,history_cost_load,LE-GRA MVP,0.9130434782608695,0.8155080213903744,0.8262382960613038,3,3,light+medium
ambiguous,medium,0.25,23,9,3,history_cost_load,Multi-feature k-means,0.5688405797101449,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,9,3,history_cost_load,LE-GRA MVP,0.6557971014492754,0.3156905731287191,0.4081971746226094,2,2,light+medium
ambiguous,medium,0.25,23,10,3,history_cost_load,Multi-feature k-means,0.8623188405797102,0.7068589636089218,0.7738000858209811,3,3,light+medium
ambiguous,medium,0.25,23,10,3,history_cost_load,LE-GRA MVP,0.644927536231884,0.29887500648037746,0.5657361433913907,3,3,light+medium
ambiguous,medium,0.25,23,11,3,history_cost_load,Multi-feature k-means,0.5253623188405797,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,23,11,3,history_cost_load,LE-GRA MVP,0.4927536231884058,-0.015612679388109067,0.14010753295063486,3,2,light+medium
ambiguous,medium,0.25,23,12,3,history_cost_load,Multi-feature k-means,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,23,12,3,history_cost_load,LE-GRA MVP,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,23,13,3,history_cost_load,Multi-feature k-means,0.6014492753623188,0.1598870994521003,0.11335791826982973,3,2,light+medium
ambiguous,medium,0.25,23,13,3,history_cost_load,LE-GRA MVP,0.6014492753623188,0.1598870994521003,0.11335791826982973,3,2,light+medium
ambiguous,medium,0.25,23,14,3,history_cost_load,Multi-feature k-means,0.8405797101449275,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,14,3,history_cost_load,LE-GRA MVP,0.8405797101449275,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,15,3,history_cost_load,Multi-feature k-means,0.5108695652173914,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,23,15,3,history_cost_load,LE-GRA MVP,0.4746376811594203,-0.060413354531001696,0.015743788503477338,3,2,light+medium
ambiguous,medium,0.25,23,16,3,history_cost_load,Multi-feature k-means,0.8405797101449275,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,16,3,history_cost_load,LE-GRA MVP,0.6557971014492754,0.24035230038243133,0.2699804025732092,2,2,light+medium
ambiguous,medium,0.25,23,17,3,history_cost_load,Multi-feature k-means,0.6195652173913043,0.2857142857142857,0.5128050767340466,3,3,light+medium
ambiguous,medium,0.25,23,17,3,history_cost_load,LE-GRA MVP,0.6521739130434783,0.2580645161290323,0.47641373710468105,3,3,light+medium
ambiguous,medium,0.25,23,18,3,history_cost_load,Multi-feature k-means,0.927536231884058,0.8553383301011583,0.8421719179759815,3,3,light+medium
ambiguous,medium,0.25,23,18,3,history_cost_load,LE-GRA MVP,0.8115942028985508,0.6214990242101377,0.6351600324686886,3,3,light+medium
ambiguous,medium,0.25,23,19,3,history_cost_load,Multi-feature k-means,0.9782608695652174,0.9559504176198329,0.9135712858791615,3,2,light+medium
ambiguous,medium,0.25,23,19,3,history_cost_load,LE-GRA MVP,0.9782608695652174,0.9559504176198329,0.9135712858791615,3,2,light+medium
