dispersion,load,seed,method,mean_utility,n_scenarios
low,medium,seed_0004,CQI+cost+regret-graph 3-way union,0.4458438225258692,5
low,medium,seed_0004,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.4458438225258692,5
low,medium,seed_0005,CQI k-means,0.44450346696772003,5
low,medium,seed_0005,CQI+cost 2-way union (paper method),0.44450346696772003,5
low,medium,seed_0005,CQI+cost+switching 3-way union (former headline),0.44450346696772003,5
low,medium,seed_0005,CQI+cost+regret-graph 3-way union,0.44450346696772003,5
low,medium,seed_0005,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.44450346696772003,5
low,medium,seed_0006,CQI k-means,0.44450346696772003,5
low,medium,seed_0006,CQI+cost 2-way union (paper method),0.44450346696772003,5
low,medium,seed_0006,CQI+cost+switching 3-way union (former headline),0.44450346696772003,5
low,medium,seed_0006,CQI+cost+regret-graph 3-way union,0.44450346696772003,5
low,medium,seed_0006,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.44450346696772003,5
low,medium,seed_0007,CQI k-means,0.4364613336188253,5
low,medium,seed_0007,CQI+cost 2-way union (paper method),0.4378016891769744,5
low,medium,seed_0007,CQI+cost+switching 3-way union (former headline),0.4378016891769744,5
low,medium,seed_0007,CQI+cost+regret-graph 3-way union,0.4378016891769744,5
low,medium,seed_0007,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.4378016891769744,5
low,medium,seed_0008,CQI k-means,0.44718417808401834,5
low,medium,seed_0008,CQI+cost 2-way union (paper method),0.44718417808401834,5
low,medium,seed_0008,CQI+cost+switching 3-way union (former headline),0.44718417808401834,5
low,medium,seed_0008,CQI+cost+regret-graph 3-way union,0.44718417808401834,5
low,medium,seed_0008,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.44718417808401834,5
low,medium,seed_0009,CQI k-means,0.4418227558514218,5
low,medium,seed_0009,CQI+cost 2-way union (paper method),0.4418227558514218,5
low,medium,seed_0009,CQI+cost+switching 3-way union (former headline),0.4418227558514218,5
low,medium,seed_0009,CQI+cost+regret-graph 3-way union,0.4418227558514218,5
low,medium,seed_0009,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.4418227558514218,5
low,medium,seed_0010,CQI k-means,0.44718417808401834,5
low,medium,seed_0010,CQI+cost 2-way union (paper method),0.44718417808401834,5
low,medium,seed_0010,CQI+cost+switching 3-way union (former headline),0.44718417808401834,5
low,medium,seed_0010,CQI+cost+regret-graph 3-way union,0.44718417808401834,5
low,medium,seed_0010,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.44718417808401834,5
mid,heavy,seed_0001,CQI k-means,0.051047223939444664,5
