timestamp_s,ue_node_id,gnb_node_id,band_index,cqi,tbs_bits_per_slot,total_bands
1.124,2049,1,4,15,1160,6
1.124,2049,1,5,15,1160,6
1.13,2049,1,0,15,1160,6
1.13,2049,1,1,15,1160,6
1.13,2049,1,2,15,1160,6
1.13,2049,1,3,15,1160,6
1.13,2049,1,4,15,1160,6
1.13,2049,1,5,15,1160,6
1.136,2049,1,0,15,1160,6
1.136,2049,1,1,15,1160,6
1.136,2049,1,2,15,1160,6
1.136,2049,1,3,15,1160,6
1.136,2049,1,4,15,1160,6
1.136,2049,1,5,15,1160,6
1.142,2049,1,0,15,1160,6
1.142,2049,1,1,15,1160,6
1.142,2049,1,2,15,1160,6
1.142,2049,1,3,15,1160,6
1.142,2049,1,4,15,1160,6
1.142,2049,1,5,15,1160,6
1.148,2049,1,0,15,1160,6
1.148,2049,1,1,15,1160,6
1.148,2049,1,2,15,1160,6
1.148,2049,1,3,15,1160,6
1.148,2049,1,4,15,1160,6
1.148,2049,1,5,15,1160,6
1.154,2049,1,0,15,1160,6
1.154,2049,1,1,15,1160,6
1.154,2049,1,2,15,1160,6
1.154,2049,1,3,15,1160,6
1.154,2049,1,4,15,1160,6
1.154,2049,1,5,15,1160,6
1.16,2049,1,0,15,1160,6
1.16,2049,1,1,15,1160,6
1.16,2049,1,2,15,1160,6
1.16,2049,1,3,15,1160,6
1.16,2049,1,4,15,1160,6
1.16,2049,1,5,15,1160,6
1.166,2049,1,0,15,1160,6
1.166,2049,1,1,15,1160,6
1.166,2049,1,2,15,1160,6
1.166,2049,1,3,15,1160,6
1.166,2049,1,4,15,1160,6
1.166,2049,1,5,15,1160,6
1.172,2049,1,0,15,1160,6
1.172,2049,1,1,15,1160,6
1.172,2049,1,2,15,1160,6
1.172,2049,1,3,15,1160,6
1.172,2049,1,4,15,1160,6
1.172,2049,1,5,15,1160,6
1.178,2049,1,0,15,1160,6
1.178,2049,1,1,15,1160,6
1.178,2049,1,2,15,1160,6
1.178,2049,1,3,15,1160,6
1.178,2049,1,4,15,1160,6
1.178,2049,1,5,15,1160,6
1.184,2049,1,0,15,1160,6
1.184,2049,1,1,15,1160,6
1.184,2049,1,2,15,1160,6
1.184,2049,1,3,15,1160,6
1.184,2049,1,4,15,1160,6
1.184,2049,1,5,15,1160,6
1.19,2049,1,0,15,1160,6
1.19,2049,1,1,15,1160,6
1.19,2049,1,2,15,1160,6
1.19,2049,1,3,15,1160,6
1.19,2049,1,4,15,1160,6
1.19,2049,1,5,15,1160,6
1.196,2049,1,0,15,1160,6
